sample_id,raw_file,row_index,source_url,reachable,values_checked,verdict,discrepancy_note,fetched_date
A050,data/uptake/raw/yescarta_disclosures.csv,23,https://www.kitepharma.com/patient-resources/find-a-treatment-center,reached,more than 570 ATCs globally; more than 160 in U.S.; sentence verbatim,agree,Undated page; access date is the row as_of_date,2026-09-07
A054,data/uptake/raw/eligible_E1a.csv,12,https://www.g-ba.de/downloads/91-1385-840/2022-12-01_Geltende-Fassung_Tisagenlecleucel_D-831.pdf,reached,ca. 650-690 Patientinnen und Patienten; Beschluss 1 Dec 2022; gueltig bis 1 Sep 2028; FL after 2+ lines,agree,,2026-09-07
A058,data/cohort/raw/s06_success_rates.csv,24,https://media.nature.com/original/magazine-assets/d41573-025-00036-8/50677254,reached,NDA/BLA row 100.0/100.0/90.6/92.0/90.0/81%; BIO haematological oncology 90.0%; BIO period Jan 2011-Nov 2020,agree,WebFetch could not parse the PDF; read with pypdf,2026-09-07
A062,data/access/raw/governance_us.csv,92,https://www.sec.gov/Archives/edgar/data/875320/000087532024000221/ex-991_q32024.htm,reached,45 ATCs activated as of mid-October; first infused patient revenue in Q3 2024; 8-K filed 4 Nov 2024,agree,,2026-09-07
A066,data/uptake/raw/zolgensma_revenue.csv,18,https://www.sec.gov/Archives/edgar/data/1114448/000137036824000007/a240131-99_2.htm,reached,"Zolgensma FY2022 $1,370M; Q4 2022 $309M; FY2023 $1,214M",agree,,2026-09-07
A070,data/uptake/raw/vyjuvek_disclosures.csv,25,https://www.sec.gov/Archives/edgar/data/1711279/000171127926000016/krys-20251231.htm,reached,cumulative net product revenue $730.3M sentence verbatim; 10-K FY2025 accepted 17 Feb 2026,agree,,2026-09-07
A074,data/uptake/raw/carvykti_revenue.csv,29,https://www.sec.gov/Archives/edgar/data/200406/000020040625000201/a2025q3exhibit992.htm,reached,Carvykti Q3 2024 WW $286M (US 258; Intl 27),agree,,2026-09-07
A078,data/uptake/raw/eligible_E2.csv,46,https://pubmed.ncbi.nlm.nih.gov/35156839/,reached,AAV5 seropositivity Japan 29.8% (n=84); Brazil 26.9%; Russia 46.2%; South Africa 51.8%; Hum Gene Ther 2022,agree,WebFetch returned cookie page; abstract retrieved via NCBI E-utilities efetch,2026-09-07
A082,data/uptake/raw/eligible_E3b.csv,27,https://www.g-ba.de/downloads/92-975-703/2015-02-02_Nutzenbewertung-G-BA_Alipogentiparvovec_2014-11-01-D-138.pdf,reached,"section 2.1 label text: adults with familial LPLD, severe/multiple pancreatitis despite low-fat diet, genetic test, detectable LPL protein; dated 2 Feb 2015",agree,Row verbatim transliterates umlauts (ae/ue) but is otherwise identical,2026-09-07
A086,data/uptake/raw/tecartus_revenue.csv,100,https://www.gilead.com/news-and-press/press-room/press-releases/2022/2/gilead-sciences-announces-fourth-quarter-and-full-year-2021-financial-results,reached,Tecartus U.S. FY2021 $136M (Europe 40),agree,,2026-09-07
A090,data/uptake/raw/yescarta_revenue.csv,114,https://investors.gilead.com/news/news-details/2026/Gilead-Sciences-Announces-Fourth-Quarter-and-Full-Year-2025-Financial-Results/default.aspx,reached,Yescarta Q4 2024 Rest of World $72M (U.S. 161; Europe 156; Total 390),agree,Source label is Rest of World; row region label Other,2026-09-07
A094,data/access/raw/governance_us.csv,51,https://www.sec.gov/Archives/edgar/data/1711279/000171127926000058/a2q26-ex991xpressrelease.htm,reached,over 730 reimbursement approvals; over 640 unique prescribers end 2Q 2026; release 3 Aug 2026,agree,,2026-09-07
A098,data/access/raw/decisions_gba.csv,62,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/143/,reached,"Verfahrensbeginn 01.10.2014; Beschluss 19.03.2015; Anhaltspunkt nicht quantifizierbarer Zusatznutzen; Jahrestherapiekosten 79 952,58 EUR; 11690-24480 Patienten; befristet 1 Apr 2018; reasons quote",agree,"Price, patient numbers and quote confirmed in the linked Beschluss (BAnz) and Tragende Gruende PDFs",2026-09-07
A102,data/uptake/raw/abecma_disclosures.csv,9,https://www.sec.gov/Archives/edgar/data/14272/000001427225000129/a2025q2ex991-filing.htm,reached,FDA label updates for Breyanzi and Abecma removing REMS sentence verbatim; release 31 Jul 2025,agree,,2026-09-07
A106,data/access/raw/governance_us.csv,82,https://www.sec.gov/Archives/edgar/data/1621227/000155837024015525/adap-20241113xex99d1.htm,reached,9 ATCs available bullet verbatim; ~30 ATCs by end 2025; release 13 Nov 2024,agree,,2026-09-07
A110,data/access/raw/decisions_australia.csv,4,https://www.msac.gov.au/sites/default/files/documents/1519-Final%20PSD-April%202019_redacted.pdf,reached-via-wayback,MSAC 75th meeting 28-29 Mar 2019 deferred advice; deferral quote verbatim; Application 1519; risk share required; up to 25 years,agree,msac.gov.au blocked; Wayback copy used. Same PSD also records the 9 Apr 2019 out-of-session support of the negotiated risk share; row records only the March deferral step,2026-09-07
A114,data/uptake/raw/cart_country_supplement.csv,284,https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/20201201.Informe_MS_seguimiento_Plan_terapias_avanzadas_SNS.pdf,reached,"Para LLA en menores de 18 anos se designaron 3 centros, 2 cualificados y 1 no; designation 25 Apr 2019; report dated 1 Dec 2020",agree,,2026-09-07
A118,data/cohort/raw/projections_S16_S17.csv,310,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2025/06/defining-disruption-7b.png,reached,"Figure 2 data table Prevalent cases - non-oncology 2032 = 40,549; full row 2023-2036 matches",agree,,2026-09-07
A122,data/uptake/raw/zynteglo_disclosures.csv,9,https://www.sec.gov/Archives/edgar/data/1293971/000129397123000053/exhibit99120231107.htm,reached,QTC network scaled to 29 activated centers; 40-50 target by end 2023; release 7 Nov 2023,agree,,2026-09-07
A126,data/uptake/raw/zynteglo_disclosures.csv,20,https://www.sec.gov/Archives/edgar/data/1293971/000129397124000024/exhibit99120240813.htm,reached,more than 70 total QTCs for LYFGENIA and ZYNTEGLO (signed MSA); release 14 Aug 2024,agree,,2026-09-07
A130,data/uptake/raw/yescarta_revenue.csv,119,https://investors.gilead.com/news/news-details/2025/Gilead-Sciences-Announces-First-Quarter-2025-Financial-Results/default.aspx,reached,Yescarta Q1 2025 Total $386M (U.S. 160; Europe 149; RoW 77); release 24 Apr 2025,agree,,2026-09-07
A134,data/uptake/raw/zevaskyn_revenue.csv,4,https://www.sec.gov/Archives/edgar/data/318306/000149315226022610/ex99-1.htm,reached,net product revenue $8.7M Q1 2026 sentence verbatim; three patients treated; release 13 May 2026,agree,,2026-09-07
A138,data/uptake/raw/label_events.csv,17,https://www.fda.gov/media/189632/download,reached,STN BL 125781/189; 14 Nov 2025; 505(o)(4); revised Indications and Usage sentence verbatim; non-ambulatory no longer licensed,agree,WebFetch could not parse the PDF; read with pypdf,2026-09-07
A142,data/uptake/raw/casgevy_disclosures.csv,13,https://www.sec.gov/Archives/edgar/data/875320/000087532025000171/ex-991_q12025.htm,reached,more than 65 ATCs; approximately 90 patients first cell collection through May 1st; 8-K filed 5 May 2025,agree,,2026-09-07
A146,data/uptake/raw/verification_hemgenix_tecartus.csv,7,https://www.bleeding.org/sites/default/files/document/files/Final_CSL%20HEMGENIX%20Community%20Letter_07%202026.pdf,reached,22 people since April 2026 sentence verbatim; commercial and clinical trial settings; signed Dr. Deborah Long,agree,"PDF carries no date line, as the row notes",2026-09-07
A150,data/uptake/raw/cart_country_supplement.csv,197,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,reached,"Supplementary Table 2 Spain 2022 = 77,07 (2021 77,64; 2023 112,92)",agree,,2026-09-07
A154,data/uptake/raw/beqvez_disclosures.csv,4,https://efts.sec.gov/LATEST/search-index?q=%22Beqvez%22&ciks=0000078003&dateRange=custom&startdt=2024-01-01&enddt=2026-09-04,reached,7 hits; 8-K 2024-05-01 and 2024-07-30; 10-Q 2024-05-08/08-05/11-04; 10-K 2025-02-27; ARS 2025-03-13,agree,,2026-09-07
A158,data/uptake/raw/omisirge_disclosures.csv,6,https://www.sec.gov/Archives/edgar/data/1600847/000121390024026229/ea0202430-10k_gamida.htm,reached,"approximately 1,000 patients each year at peak market share; ~10% of addressable U.S. population; 10-K FY2023 accepted 27 Mar 2024",agree,,2026-09-07
A162,data/uptake/raw/hemgenix_disclosures.csv,15,https://www.hemophiliafed.org/csl-provides-update-on-hemgenix-supply-and-patient-access/,reached,post dated 28 Jul 2026; phrase continued experience across new and established treatment centers; no centre count given,agree,,2026-09-07
A166,data/uptake/raw/tecartus_revenue.csv,93,https://investors.gilead.com/news/news-details/2026/Gilead-Sciences-Announces-Second-Quarter-2026-Financial-Results/default.aspx,reached,Tecartus Q2 2026 Europe $34M (U.S. 29; RoW 8; Total 70); release 4 Aug 2026,agree,,2026-09-07
A170,data/uptake/raw/cart_country_supplement.csv,277,https://experts-recherche-lymphome.org/lysa/parcourir-les-etudes-cliniques-en-cours/descar-t/les-car-t-quest-ce-que-cest/,reached,adult qualified CAR-T centres list: 33 numbered entries; first Henri Mondor Creteil; last no. 33 CHU Cavale Blanche Brest,agree,,2026-09-07
