system,product,event_type,event_date,body,outcome,detail,amount,currency,stated_reason_verbatim,source_doc,source_url,fetched_date,status,notes
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",insurance-coverage,2024,沪惠保 (Shanghai Huhuibao) 2024 edition claims guide,covered,CAR-T 治疗药品费用保险金 benefit: covers 阿基仑赛注射液 / 瑞基奥仑赛注射液 / 泽沃基奥仑赛注射液 administered at Shanghai hospitals trained and certified by the three manufacturers,,,CAR-T 治疗药品费用保险金：接受复星凯特生物科技有限公司阿基仑赛注射液/上海药明巨诺生物科技有限公司瑞基奥仑赛注射液/恺兴生命科技（上海）有限公司泽沃基奥仑赛注射液使用培训和认证的上海市医疗机构,2024版“沪惠保”-理赔须知 (insurer claims guide),https://mcdpro.cbit.com.cn/hhb/static-file/cms/tk/site/mcdpro.cbit.com.cn/hhb/static-file/SXYHB/shanghailanmu/962775525124734976.html,2026-09-06,verified-from-source,Gloss: the CAR-T benefit is payable for the three named products at certified Shanghai hospitals; the guide says the hospital list follows the manufacturers' published certified-site lists.
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",insurance-coverage,2023-12-31,Fosun Pharma (sponsor statement),covered,Included in over 100 provincial and city Huiminbao schemes and over 75 commercial insurance products at end-2023,,,多元化支付手段：截至2023年末已纳入超75项商业保险，100个省市惠民保险,"Fosun Pharma investor presentation, 2023 annual results, p.18",https://www.fosunpharma.com/Upload/File/202404/d6f2ec45c6394f2ea44940f7f6976d65.pdf,2026-09-06,verified-from-source,Gloss: by end-2023 included in more than 75 commercial insurance products and 100 provincial/city Huiminbao plans.
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",insurance-coverage,2024-12-31,Fosun Pharma 2024 annual report summary,covered,Included in over 110 city Huiminbao schemes and over 80 commercial insurance products at end-2024,,,被纳入超过110款城市惠民保和超过80项商业保险,"上海复星医药（集团）股份有限公司2024年年度报告摘要, 上海证券报 2025-03-26",https://paper.cnstock.com/html/2025-03/26/content_2040400.htm,2026-09-06,verified-from-source,Gloss: included in more than 110 city Huiminbao plans and more than 80 commercial insurance products.
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",delivery-site,2022-01,Fosun Kite (as reported),stated,Commercial team of about 100 covering more than 50 certified hospital cell-therapy centres,50,centres,商业化团队约100人，覆盖到50多个经认证的医院细胞治疗中心,摩熵医药 2022-01-21,https://www.pharnexcloud.com/zixun/sd_4133,2026-09-06,provisional-from-snippet,Gloss: about 100 commercial staff covering 50-plus certified hospital cell-therapy centres. Amount is a lower bound (50多).
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",delivery-site,2023-12-31,Fosun Pharma (sponsor statement),stated,More than 160 registered treatment centres covering more than 25 provinces and municipalities at end-2023,160,centres,已累计治疗超600位患者；截至2023年末备案的治疗中心数量超160家覆盖超25个省市,"Fosun Pharma investor presentation, 2023 annual results, p.18",https://www.fosunpharma.com/Upload/File/202404/d6f2ec45c6394f2ea44940f7f6976d65.pdf,2026-09-06,verified-from-source,Gloss: over 600 patients treated cumulatively; over 160 registered treatment centres in over 25 provinces at end-2023. Amount is a lower bound.
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",delivery-site,2024-12-31,Fosun Pharma 2024 annual report summary,stated,More than 180 registered treatment centres covering more than 28 provinces and municipalities at end-2024,180,centres,备案的治疗中心覆盖全国超28个省市、数量超过180家,"上海复星医药（集团）股份有限公司2024年年度报告摘要, 上海证券报 2025-03-26",https://paper.cnstock.com/html/2025-03/26/content_2040400.htm,2026-09-06,verified-from-source,"Gloss: registered treatment centres cover more than 28 provinces, numbering more than 180. Amount is a lower bound."
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",patient-count,2022-01,Fosun Kite (as reported),stated,More than 100 patients treated in China by January 2022,100,patients,截止目前（2022年1月发稿前），阿基仑赛注射液在中国市场已经惠及超100位患者,摩熵医药 2022-01-21,https://www.pharnexcloud.com/zixun/sd_4133,2026-09-06,provisional-from-snippet,Gloss: by January 2022 the product had benefited more than 100 patients in China. Lower bound.
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",patient-count,2023-12-31,Fosun Pharma (sponsor statement),stated,More than 600 lymphoma patients treated cumulatively since 2021 approval,600,patients,自2021年获批以来，累计惠及超过600位淋巴瘤患者,"Fosun Pharma investor presentation, 2023 annual results, p.19",https://www.fosunpharma.com/Upload/File/202404/d6f2ec45c6394f2ea44940f7f6976d65.pdf,2026-09-06,verified-from-source,"Gloss: cumulatively benefited more than 600 lymphoma patients since approval in 2021. Lower bound. Trade source (药智头条 2024-01-19) adds that Fosun Kite 2023 revenue was 24,254万元 with a net loss."
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",patient-count,2024-12-31,Fosun Pharma 2024 annual report summary,stated,More than 800 lymphoma patients treated cumulatively at end-2024,800,patients,截至报告期末，奕凯达（阿基仑赛注射液）已累计惠及超过800例淋巴瘤患者,"上海复星医药（集团）股份有限公司2024年年度报告摘要, 上海证券报 2025-03-26",https://paper.cnstock.com/html/2025-03/26/content_2040400.htm,2026-09-06,verified-from-source,Gloss: by end of the reporting period Yikaida had cumulatively benefited more than 800 lymphoma patients. Lower bound; implies roughly 200 patients in 2024.
China,"Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fosun Kite)",policy-statement,2024-01,Fosun Kite with Sinopharm 宸汐健康 (outcome-based payment plan),stated,First outcome-based (按疗效价值支付) plan for a CAR-T in China: partial refund if the patient does not reach complete remission,600000,CNY,2024年1月，复星凯特与国药控股旗下宸汐健康联合推出“按疗效价值支付计划”，承诺若患者治疗后未达到完全缓解，最高可获得60万元的费用返还。,观察者网 2025-11-05 五款百万级CAR-T药闯关商保谈判,https://www.guancha.cn/economy/2025_11_05_795888.shtml,2026-09-06,provisional-from-snippet,"Gloss: refund of up to 600,000 CNY if no complete remission. Fosun's own 2024 report summary confirms the plan exists (在国内率先推出按疗效价值支付的创新支付模式) without the amount; 药智头条 2024-01-19 describes it as a refund of half the cost."
China,"Carvykti (卡卫荻, 西达基奥仑赛注射液, ciltacabtagene autoleucel; Legend Biotech / Janssen)",regulatory-approval,2024-08,NMPA,approved,"Cilta-cel (Chinese origin: Legend's LCAR-B38M, LEGEND-2 phase 1 in China; CARTIFAN-1 phase 2 at 11 Chinese sites; NDA to CDE December 2022) approved in China for RRMM after three or more prior lines including a PI and an IMiD",,,"In August 2024, cilta-cel received NMPA approval for the treatment of adults with RRMM who previously received treatment with three or more lines of therapy, including one or more proteasome inhibitors and one immunomodulatory agent.",Legend Biotech Form 20-F for fiscal 2025 (filed 2026-03-10),https://www.sec.gov/Archives/edgar/data/1801198/000180119826000008/legn-20251231.htm,2026-09-06,verified-from-source,"20-F also states: In December 2022, we submitted a cilta-cel NDA to CDE in China based on data from the first 60 treated patients in CARTIFAN-1; and: In 2025, after fulfilling post market requirement of treating a total of 100 patients in the CARTIFAN-1 study and followed up for at least 6 months, we have decided to terminate the study. Day-level date from trade press: 8月27日，NMPA官网显示，传奇生物递交的西达基奥仑赛注射液的上市申请已获得批准（受理号：CXSS2200094） (phirda 2024-08-28, https://www.phirda.com/artilce_36230.html, provisional). Chinese trade name 卡卫荻 per 摩熵医药 2024-10-08."
China,"Carvykti (卡卫荻, 西达基奥仑赛注射液, ciltacabtagene autoleucel; Legend Biotech / Janssen)",price,,Legend Biotech / Janssen,not-found,No China list price found; the November 2025 press list of CAR-T prices names the five commercial-list products only,,,当前国内已获批的CAR-T产品共计七款，包含此次进入决赛圈的五家，市面上定价均在百万元级别：复星凯特的阿基仑赛注射液120万元/针、药明巨诺的瑞基奥仑赛注射液129万元/针、驯鹿生物的伊基奥仑赛注射液116.6万元/针、合源生物的纳基奥仑赛注射液99.9万元/支、科济药业的泽沃基奥仑赛注射液115万元/针。,观察者网 2025-11-05,https://www.guancha.cn/economy/2025_11_05_795888.shtml,2026-09-06,not-found,"Gloss: seven CAR-T products approved in China by Nov 2025, all priced around one million CNY; the article lists prices for five and gives none for cilta-cel. The 20-F contains no China launch or price statement (grep for launch/commercial in China returned only US launch text). The count of seven could not be reconciled (six products identified here); left unresolved."
China,"Carvykti (卡卫荻, 西达基奥仑赛注射液, ciltacabtagene autoleucel; Legend Biotech / Janssen)",reimbursement-decision,2025-12-05,NHSA (商业健康保险创新药品目录 2025),not listed,Not among the five CAR-T products in the first Commercial Health Insurance Innovative Drug List; not in the basic NRDL 2025; not among the 4 CAR-T products that passed 2024 NRDL formal review,,,4款纳入医保谈判目录的CAR-T产品分别是复星凯特的阿基仑赛注射液、药明巨诺的瑞基奥仑赛注射液、合源生物的纳基奥仑赛注射液以及科济药业的泽沃基奥仑赛注射液。,商业健康保险创新药品目录（2025年） attachment (five CAR-T entries 10-14); 摩熵医药 2024-10-08 (2024 formal-review list),https://www.gov.cn/zhengce/zhengceku/202512/P020251207694651942582.pdf,2026-09-06,verified-from-source,Absence verified by reading the 2025 commercial list (entries 10-14 are 阿基/纳基/瑞基/伊基/泽沃) and grepping the basic NRDL attachment. Reason not stated by NHSA.
China,Zolgensma (onasemnogene abeparvovec; Novartis),regulatory-approval,2025-08-02,NMPA / CDE,stated,NDA accepted 2025-08-02 under priority review for 5q SMA aged 6 months and older; no NMPA approval found by 2026-09-06 (industry preview expected Q3 2026),,,6月龄及以上5q型脊髓性肌萎缩症患者,医药魔方 2025-12-22 2026年，这22款重磅新药有望在中国获批 (NDA acceptance date 2025年8月2日),https://bydrug.pharmcube.com/news/detail/691322c2a38892f64423e38371ec42a1,2026-09-06,provisional-from-snippet,Also reported by pharmcube global (Novartis Files SMA Gene Therapy Zolgensma for China Approval). Chinese STEER phase 3 started April 2022 per 摩熵医药. Check NMPA innovative-drug directory when reachable.
China,Abecma,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,No NMPA filing or approval found in the NRDL/commercial-list attachments or approval round-ups consulted.
China,Adstiladrin,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Amtagvi,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Aucatzyl,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Beqvez / Durveqtix,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Breyanzi,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,No NMPA record found. Related: JW Therapeutics (Juno JV) markets relma-cel (Carteyva) in China and signed an sLVV licence with Juno on 2025-04-23 (JW media index).
China,Casgevy,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,Search returned no NMPA application or approval.
China,Elevidys,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,Search returned no NMPA application or approval.
China,Encelto,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Genglycos,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Hemgenix,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,Search returned no NMPA application or approval; China's first haemophilia B gene therapy is the domestic BBM-H901 (see row).
China,Imlygic,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Itvisma,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Kebilidi / Upstaza,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Kresladi,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Kymriah,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"21jingji 2021-06-23 states 诺华的Kymriah正处于III期临床阶段 (in China); no NMPA approval, price or reimbursement record found. A trade article (obiosh.com) claims a China CTA in October 2019 but the page could not be read."
China,Lantidra,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Lenmeldy / Libmeldy,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Luxturna,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,Search returned no NMPA application or approval; Novartis China page covers the EU approval only.
China,Lyfgenia,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Omisirge,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Otarmeni,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Papzimeos,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Roctavian,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Ryoncil,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Skysona,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Tecartus,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Tecelra,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Tregzi,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Tudriqev,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Vyjuvek,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Waskyra,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Zevaskyn,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Zynteglo,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
China,Provenge,not-found,,,not-found,"No Chinese regulatory, price or reimbursement record found",,,,,,2026-09-06,not-found,"Not individually searched; no NMPA approval appears in the sources consulted (2025 NRDL and commercial-list attachments, 2025 H1 and 2026 approval round-ups, CAR-T approval lists). Treat as absence of evidence."
