"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Tecartus","Canada","Canada","pCPA","MCL_3L","Mantle cell lymphoma (MCL), relapsed or refractory, in adult patients who have received treatment with a Bruton's tyrosine kinase inhibitor (BTKi)","2021-06-08","2021-11-22","2022-11-10","recommended","confidential-discount","pCPA status: Concluded with an LOI.","","","","","","pCPA negotiations database, file 21582","21582 (CDA-AMC PG0219-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Tecartus","Canada","Canada","CADTH","ALL_adult","For the treatment of adult patients with relapsed or refractory B-cell precursor acute lymphoblastic leukemia","2022-11-16","","2023-02-08","recommended-restricted","confidential-discount","Reimburse with conditions including a reduction in price: 'a 71% to 88% price reduction for brexucabtagene autoleucel is needed to achieve an ICER of $50,000 per QALY gained'.","","533523.10","CAD","submitted list ($533,523.10 per infusion, one-time dose)","Based on CADTH's assessment of the health economic evidence, Tecartus does not represent good value to the health care system at the public list price. A price reduction is therefore required. Based on public list prices, Tecartus is estimated to cost the public drug plans approximately $17 million over the next 3 years.","Brexucabtagene Autoleucel (Tecartus): CADTH Reimbursement Recommendation (pERC)","PG0304","https://www.ncbi.nlm.nih.gov/books/NBK596615/","2026-09-05","verified-from-source","pERC meeting February 8, 2023; published April 2023 (CJHT PG0304 2023-04-17). NOC date November 16, 2022 per PG0304r drug table (no dhpp RDS located for the SNDS). CADTH 3-year budget impact $17,500,689."
"Tecartus","Canada","Canada","pCPA","ALL_adult","Acute lymphoblastic leukemia (ALL), B-cell precursor, in adult patients, relapsed or refractory","2022-11-16","2023-05-19","2023-10-27","recommended","confidential-discount","pCPA status: Concluded with an LOI.","","","","","","pCPA negotiations database, file 22340","22340 (CDA-AMC PG0304-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Breyanzi","Canada","Canada","CADTH","LBCL_3L","For the treatment of adult patients with relapsed or refractory large B-cell lymphoma after 2 or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, primary mediastinal large B-cell lymphoma, high-grade B-cell lymphoma, and DLBCL arising from follicular lymphoma","2022-05-06","","2022-04-13","recommended-restricted","confidential-discount","Reimburse with conditions; pricing condition is cost parity with other CAR T-cell therapies rather than a stated percentage: The CADTH pCODR Expert Review Committee determined that there is not enough evidence to justify a greater cost for Breyanzi compared with other available CAR T-cell therapies (Kymriah or Yescarta).","","501900","CAD","submitted list ($501,900 per administration)","Based on CADTH's assessment of the health economic evidence, Breyanzi does not represent good value to the health care system at the public list price. The CADTH pCODR Expert Review Committee determined that there is not enough evidence to justify a greater cost for Breyanzi compared with other available CAR T-cell therapies (Kymriah or Yescarta). Based on public list prices, Breyanzi is estimated to cost the public drug plans approximately $6.8 million over the next 3 years. However, the actual budget impact is uncertain.","Lisocabtagene Maraleucel (Breyanzi): CADTH Reimbursement Recommendation (pERC)","PG0258","https://www.ncbi.nlm.nih.gov/books/NBK603593/","2026-09-05","verified-from-source","'Note that the CADTH Reimbursement Review was conducted before issuance of Health Canada Notice of Compliance.' pERC meeting April 13, 2022; published July 2022 (CJHT PG0258 2022-07-18). NOC May 6, 2022 (dhpp SBD00599; PG0258r)."
"Breyanzi","Canada","Canada","pCPA","LBCL_3L","Adult patients with relapsed or refractory (R/R) large B-cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, primary mediastinal large B-cell lymphoma (PMBCL), high grade B-cell lymphoma, and DLBCL arising from follicular lymphoma","2022-05-06","2023-01-20","2023-12-12","recommended","confidential-discount","pCPA status: Concluded with an LOI.","","","","","","pCPA negotiations database, file 21939","21939 (CDA-AMC PG0258-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Breyanzi","Canada","Canada","CDA-AMC","LBCL_2L","For the treatment of adult patients with diffuse large B-cell lymphoma (DLBCL) not otherwise specified (NOS), primary mediastinal large B-cell lymphoma (PMBCL), high-grade B-cell lymphoma (HGBCL), and DLBCL arising from follicular lymphoma, who have refractory disease to first-line chemoimmunotherapy or relapse within 12 months of first-line chemoimmunotherapy, and who are candidates for autologous hematopoietic stem cell transplant (HSCT)","2024-09-25","","2024-10-09","recommended-restricted","confidential-discount","Reimburse with conditions including a reduction in price relative to the negotiated comparator: If negotiations with the pCPA for the use of axi-cel in the second line conclude without a letter of intent, a price reduction of at least 35% would be required for liso-cel to be considered costeffective relative to SOC at a willingness-to-pay threshold of $50,000 per QALY gained.","","501900","CAD","submitted list ($501,900.00 per patient per infusion)","One phase III, open-label, randomized controlled trial (RCT) - the TRANSFORM trial - demonstrated that treatment with liso-cel resulted in added benefit in event-free survival (EFS) for adults with relapsed or refractory (r/r) DLBCL within 12 months of first-line therapy, compared to SOC with salvage immunochemotherapy followed - depending on response - by high-dose chemotherapy (HDCT) and autologous HSCT. [...] Treatment with Breyanzi is expected to cost $501,900 per patient [...] approximately $3.5 million over the next 3 years","Lisocabtagene Maraleucel (Breyanzi): Reimbursement Recommendation (pERC)","PG0358","https://canjhealthtechnol.ca/index.php/cjht/article/view/PG0358","2026-09-05","verified-from-source","pERC meeting October 9, 2024; published December 2024 (CJHT PG0358 2024-12-13); review PG0358r 2025-03-31. NOC September 25, 2024 (dhpp RDS1728568404321)."
"Breyanzi","Canada","Canada","pCPA","LBCL_2L","Treatment of adult patients with diffuse large B-cell lymphoma (DLBCL) not otherwise specified (NOS), primary mediastinal large B-cell lymphoma (PMBCL), high-grade B-cell lymphoma (HGBCL), and DLBCL arising from follicular lymphoma, who have refractory disease to first-line chemoimmunotherapy or relapse within 12 months of first-line chemoimmunotherapy, and who are candidates for autologous hematopoietic stem cell transplant (HSCT)","2024-09-25","2025-03-07","2025-06-06","recommended","confidential-discount","pCPA status: Concluded with an LOI.","","","","","","pCPA negotiations database, file 23022","23022 (CDA-AMC PG0358-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Abecma","Canada","Canada","CADTH","MM_4L","For the treatment of adult patients with multiple myeloma who have received at least 3 prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody, and who are refractory to their last treatment.","2021-05-26","","2021-05-14","not-recommended","none","Initial pERC recommendation: do not reimburse.","","545000","CAD","submitted list ($545,000 per infusion, target dose 450 x 10^6 CAR T cells)","pERC reviewed 1 phase II, open-label, single-arm study (KarMMa, N = 140) of idecabtagene vicleucel in patients with relapsed or refractory multiple myeloma (RRMM). [...] Although results of the KarMMa study appear to suggest that treatment with idecabtagene vicleucel is associated with an improvement in ORR and CR rate in patients with RRMM, the study was associated with major limitations, specifically the single-arm design and lack of a control group. These limitations contribute to the lack of confidence in the observed benefits relative to other therapies and lead to considerable uncertainty in the results. [...] pERC was unable to determine whether treatment with idecabtagene vicleucel would meet patients' needs due to limitations of the trial design and with the statistical analyses.","Idecabtagene Vicleucel (Abecma): CADTH Reimbursement Recommendation (pERC) - initial meeting","PG0240","https://canjhealthtechnol.ca/index.php/cjht/article/view/pg0240","2026-09-05","verified-from-source","Initial meeting: May 14, 2021. NOC/c May 26, 2021 (dhpp SBD00557; pg0240r). Sponsor 3-year budget impact estimate $200.2 million. Pharmacoeconomic report price-reduction analyses cite 83% and 94% reductions."
"Abecma","Canada","Canada","CADTH","MM_4L","For the treatment of adult patients with multiple myeloma who have received at least 3 prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody, and who are refractory to their last treatment.","2021-05-26","","2021-10-13","not-recommended","none","Final recommendation after reconsideration: Do not reimburse.","","545000","CAD","submitted list ($545,000 per infusion)","The CADTH pCODR Expert Review Committee (pERC) recommends that idecabtagene vicleucel should not be reimbursed for the treatment of adult patients with multiple myeloma who have received at least 3 prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody, and who are refractory to their last treatment. pERC reviewed 1 phase II, open-label, single-arm study (KarMMa, N = 140) of idecabtagene vicleucel in patients with relapsed or refractory multiple myeloma (RRMM). [...] Although results of the KarMMa study appear to suggest that treatment with idecabtagene vicleucel is associated with an improvement in ORR and CR rate in patients with RRMM, the study was associated with major limitations, specifically the single-arm design and lack of a control group. These limitations contribute to the lack of confidence in the observed benefits relative to other therapies and lead to considerable uncertainty in the results. [...] pERC was unable to determine whether treatment with idecabtagene vicleucel would meet patients' needs due to limitations of the trial design and with the statistical analyses.","Idecabtagene Vicleucel (Abecma): CADTH Reimbursement Recommendation (pERC) - reconsideration","PG0240","https://canjhealthtechnol.ca/index.php/cjht/article/view/pg0240","2026-09-05","verified-from-source","Reconsideration meeting: October 13, 2021; final recommendation published November 2021 (CJHT 2021-11-12); review report pc0240r 2022-02-01."
"Abecma","Canada","Canada","pCPA","MM_4L","Multiple myeloma (MM) in adult patients who have received at least three prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 antibody, and who are refractory to their last treatment.","2021-05-26","","2024-04-18","terminated-or-withdrawn","none","pCPA status: Negotiations were not pursued (no engagement date recorded).","","","","","","pCPA negotiations database, file 21655","21655 (CDA-AMC PG0240-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source","Followed the negative CADTH recommendation; close_date 2024-04-18."
"Carvykti","Canada","Canada","CADTH","MM_4L","For the treatment of adult patients with multiple myeloma, who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 antibody, and who are refractory to their last treatment.","2023-02-09","","2023-03-08","recommended-restricted","confidential-discount","Reimburse with conditions including a reduction in price: 'Based on CADTH reanalyses, a price reduction of 72% to 80% would be required for ciltacabtagene autoleucel to be cost-effective at a WTP threshold of $50,000 per QALY gained relative to current standards of care.'","","632455","CAD","submitted list ($632,455 per administration)","One ongoing phase Ib/II, single-arm, open-label trial (CARTITUDE-1) demonstrated that a single treatment with ciltacabtagene autoleucel resulted in benefits in response rates, overall survival (OS), and progression-free survival (PFS) [...] The overall response rate (ORR) was 97.9% (95% confidence interval [CI], 92.7% to 99.7%) in the treated population [...] the public list price. A price reduction is therefore required. [...] drug plans approximately $405 million over the next 3 years.","Ciltacabtagene Autoleucel (Carvykti): CADTH Reimbursement Recommendation (pERC)","PG0302","https://canjhealthtechnol.ca/index.php/cjht/article/view/PG0302","2026-09-05","verified-from-source","pERC meeting March 8, 2023; published May 2023 (CJHT PG0302 2023-05-17); review PG0302r 2023-08-02. NOC/c February 9, 2023 (dhpp SBD1684955300002). Budget impact >$40 million in each of years 1-3; total across years 1 to 3 exceeds $400 million."
"Carvykti","Canada","Canada","pCPA","MM_4L","Multiple myeloma (MM) in adult patients who have received at least three prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 antibody, and who are refractory to their last treatment.","2023-02-09","2023-11-10","2025-09-18","not-recommended","none","pCPA status: Concluded without agreement.","","","","","","pCPA negotiations database, file 22363","22363 (CDA-AMC PG0302-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source","A new pCPA file 23502 for the same indication is in Active negotiation since 2026-02-06 (see separate row)."
"Carvykti","Canada","Canada","pCPA","MM_4L","Multiple myeloma in adult patients who have received at least three prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody and who are refractory to their last treatment","2023-02-09","2026-02-06","","under-assessment","unknown","pCPA status: Active negotiation (re-engaged after file 22363 closed without agreement).","","","","","","pCPA negotiations database, file 23502","23502","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Carvykti","Canada","Canada","CDA-AMC","MM_2L","For the treatment of adult patients with multiple myeloma, who have received 1 to 3 prior lines of therapy, including a proteasome inhibitor and an immunomodulatory agent, and who are refractory to lenalidomide","2024-07-19","","2024-09-11","recommended-restricted","confidential-discount","Reimburse with conditions: aged 18 or older, 1 to 3 prior lines, good performance status; not for CNS involvement or prior BCMA-targeted therapy; specialized CAR T centres; and a reduction in price: 'a price reduction of more than 80% would be required to be cost-effective at a WTP threshold of $50,000 per QALY gained (88% if bortezomib...'","","632455","CAD","submitted list ($632,455 per patient as a one-time infusion)","Evidence from a clinical trial demonstrated that Carvykti prolonged the time until disease progression or death and was associated with an improved response to treatment. Based on our assessment of the health economic evidence, Carvykti does not represent good value to the health care system at the public list price. A price reduction is therefore required. [...] Based on public list prices, Carvykti is estimated to cost public drug plans approximately $477 million over the next 3 years.","Ciltacabtagene Autoleucel (Carvykti): Reimbursement Recommendation (pERC)","PG0361","https://www.ncbi.nlm.nih.gov/books/NBK610233/","2026-09-05","verified-from-source","pERC meeting September 11, 2024; published November 2024 (CJHT PG0361 2024-11-20); review PG0361r 2025-03-31. NOC July 19, 2024 (dhpp RDS1722614231303). ICER $280,871 per QALY vs bortezomib-dexamethasone."
"Carvykti","Canada","Canada","pCPA","MM_2L","For the treatment of adult patients with multiple myeloma, who have received 1 to 3 prior lines of therapy including a proteasome inhibitor and an immunomodulatory agent, and who are refractory to lenalidomide.","2024-07-19","2025-01-23","2025-09-18","not-recommended","none","pCPA status: Concluded without agreement.","","","","","","pCPA negotiations database, file 22916","22916 (CDA-AMC PG0361-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Carvykti","Canada","Canada","pCPA","MM_2L","For the treatment of adult patients with multiple myeloma, who have received 1 to 3 prior lines of therapy including a proteasome inhibitor and an immunomodulatory agent, and who are refractory to lenalidomide.","2024-07-19","2026-02-06","","under-assessment","unknown","pCPA status: Active negotiation (re-engaged after file 22916 closed without agreement).","","","","","","pCPA negotiations database, file 23503","23503","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
"Casgevy","Canada","Canada","CDA-AMC","SCD_VOC_12plus","For the treatment of patients 12 years of age and older with sickle cell disease with recurrent vaso-occlusive crises","2024-09-23","","2024-10-23","recommended-restricted","confidential-discount","Reimburse with conditions including: 'A reduction in price. The ICER for exagamglogene autotemcel is $116,300 per QALY gained compared with standard of care, based on the sponsor's analysis. A price reduction of at least 39% would be required for exagamglogene autotemcel to be considered cost-effective at a willingness-to-pay threshold of $50,000 per QALY gained.'","","2800000","CAD","submitted list ($2,800,000 per administration)","CDEC emphasized that there is a need for effective therapies for patients with severe manifestations of SCD, who typically present with recurrent VOCs, which are associated with ongoing organ damage, high health care utilization, and mortality. [...] The results of the interim analysis demonstrated that a majority of patients (96.7%; 95% confidence interval [CI], 82.8% to 99.9%) did not experience any severe VOCs for at least 12 consecutive months during follow-up. [...] public list price. A price reduction is therefore required. [...] plans approximately $59 million over the next 3 years.","Exagamglogene Autotemcel (Casgevy): Reimbursement Recommendation (CDEC)","SG0830","https://canjhealthtechnol.ca/index.php/cjht/article/view/SG0830","2026-09-05","verified-from-source","CDEC meeting October 23, 2024; published January 2025 (CJHT SG0830 2025-01-06); review SG0830r 2025-04-07. NOC September 23, 2024 (dhpp SBD1739203842068). CDA-AMC 3-year budget impact $59,373,150."
"Casgevy","Canada","Canada","pCPA","SCD_VOC_12plus","Sickle cell disease","2024-09-23","2025-07-29","","under-assessment","unknown","pCPA status: Active negotiation.","","","","","","pCPA negotiations database, file 22972","22972 (CDA-AMC SG0830-000)","https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)","2026-09-05","verified-from-source",""
