product,system,country,body,indication_key,indication_text,regulatory_approval_date,submission_or_start_date,decision_date,outcome,arrangement_type,arrangement_detail,added_benefit_or_rating,price_at_decision,price_currency,price_basis,stated_reasons_verbatim,document_title,document_id,source_url,fetched_date,status,notes
Tecartus,England,UK,NICE,MCL_3L,Brexucabtagene autoleucel for treating relapsed or refractory mantle cell lymphoma in adults who have previously had a Bruton's tyrosine kinase (BTK) inhibitor,2020-12-14,2020-02-13,2021-02-24,recommended-managed-access,cancer-drugs-fund,Recommended for use within the Cancer Drugs Fund under a managed access agreement including a simple discount patient access scheme and a commercial access agreement,"Committee: ICER with commercial discount ranged £46,898 (company revised base case) to £72,920/QALY (ERG upper mortality adjustment); end-of-life criteria met",,,,"The most likely cost-effectiveness estimates for brexucabtagene autoleucel compared with the most common alternative treatment are not known because the final survival data for brexucabtagene autoleucel are not yet available. However, early estimates suggest it could be cost effective, and collecting further data on progression-free survival, overall survival and age when treatment starts will reduce the uncertainty in the evidence.",Brexucabtagene autoleucel for treating relapsed or refractory mantle cell lymphoma (TA677),TA677,https://www.nice.org.uk/guidance/ta677,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Price submitted as commercial in confidence (no list price in guidance). Resource impact statement: around 110 adults per year eligible, around 100 treated from year 2 at 90% uptake. Scope consultation 2019-10-25; invitation to participate 2020-02-13 and 2020-12-15; final draft guidance 2021-01-19. CDF exit review in progress as GID-TA11545 (separate row)."
Tecartus,England,UK,NICE,MCL_3L,Brexucabtagene autoleucel for treating relapsed or refractory mantle cell lymphoma after 2 or more systemic treatments (review of TA677) [ID6325],2020-12-14,2024-12-06,,under-assessment,cancer-drugs-fund,Currently available via Cancer Drugs Fund under TA677 pending review outcome,,,,,,Brexucabtagene autoleucel for treating relapsed or refractory mantle cell lymphoma after 2 or more systemic treatments (review of TA677) [ID6325],GID-TA11545,https://www.nice.org.uk/guidance/indevelopment/gid-ta11545,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Cancer Drugs Fund exit review. Key events: scope consultation 2024-09-30 to 2024-10-28; invitation to participate 2024-12-06; committee meetings 2025-07-01 and 2025-09-02; draft guidance consultation 2025-07-23 to 2025-08-13; final draft guidance 2025-12-24 to 2026-01-21; appeal lodged 2026-03-30; appeal decision 2026-06-09. Final guidance not yet published at fetch date; outcome of appeal not read."
Tecartus,England,UK,NICE,ALL_adult_26plus,Brexucabtagene autoleucel for treating relapsed or refractory B-cell acute lymphoblastic leukaemia in people 26 years and over,,2021-09-22,2023-06-07,recommended-managed-access,cancer-drugs-fund,Recommended for use within the Cancer Drugs Fund under a managed access agreement which includes a patient access scheme,"Exact ICERs confidential; not all substantially below £50,000/QALY (end-of-life); maximum acceptable ICER for routine use judged substantially lower than £50,000/QALY",316118,GBP,list,"The most likely cost-effectiveness estimates are uncertain, and some of them are higher than what NICE considers an acceptable use of NHS resources. So brexucabtagene autoleucel cannot be recommended for routine use. Evidence collected in the Cancer Drugs Fund would help reduce some of the uncertainties in the clinical evidence. Brexucabtagene autoleucel has the potential to be cost effective, so it is recommended for use in the Cancer Drugs Fund.",Brexucabtagene autoleucel for treating relapsed or refractory B-cell acute lymphoblastic leukaemia in people 26 years and over (TA893),TA893,https://www.nice.org.uk/guidance/ta893,2026-09-05,verified-from-source,"regulatory_approval_date blank: this is an extension of indication whose EC/MHRA date is not stated in the guidance; take from EPAR. List price £316,118 per single infusion (MIMS, Feb 2023). Resource impact statement: around 90 people per year eligible. Scope consultation 2021-04-08; draft guidance 2022-12-02; final draft guidance 2023-04-27."
Breyanzi,England,UK,NICE,LBCL_3L,Lisocabtagene maraleucel for treating relapsed or refractory aggressive B-cell non-Hodgkin lymphoma (terminated appraisal),2022-04-04,,2024-07-10,terminated-or-withdrawn,none,,,,,,,Lisocabtagene maraleucel for treating relapsed or refractory aggressive B-cell non-Hodgkin lymphoma (terminated appraisal) (TA987),TA987,https://www.nice.org.uk/guidance/ta987,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Terminated appraisal, later updated and replaced by TA1159 (June 2026). Live page is a stub with no advice text or history dates; termination reason not readable."
Breyanzi,England,UK,NICE,LBCL_3L,Lisocabtagene maraleucel for treating relapsed or refractory diffuse large B-cell lymphoma or primary mediastinal large B-cell lymphoma after 2 or more lines of systemic treatment in adults,2022-04-04,2025-11-25,2026-06-03,recommended-restricted,confidential-discount,Simple discount patient access scheme; cost-comparison recommendation: use the least expensive suitable option among liso-cel and axi-cel,Cost comparison vs axicabtagene ciloleucel: costs similar or lower; no ICER,297000,GBP,list,"For this evaluation, the company asked for lisocabtagene maraleucel (liso-cel) to be considered only for relapsed or refractory diffuse large B-cell lymphoma or primary mediastinal large B-cell lymphoma after 2 or more lines of systemic treatment. This does not include everyone who it is licensed for. [...] To be recommended as a treatment option, liso-cel should be likely to provide similar outcomes, and cost less or have similar costs, as axi-cel. The results of cost-comparison analyses show the costs of liso-cel are similar to or less than axi-cel.",Lisocabtagene maraleucel for treating relapsed or refractory large B-cell lymphoma after 2 or more lines of systemic treatment (TA1159),TA1159,https://www.nice.org.uk/guidance/ta1159,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Review of TA987. Restricted to company-requested subpopulation (DLBCL/PMBCL, not all licensed histologies); must be funded within 30 days. Resource impact summary: eligible population around 140 people, uptake around 50% by year 3. Scope consultation 2025-09-26; final draft guidance 2026-05-19."
Breyanzi,England,UK,NICE,LBCL_2L_ASCT_suitable,Lisocabtagene maraleucel for treating relapsed or refractory large B-cell lymphoma after first-line chemoimmunotherapy when a stem cell transplant is suitable,,2024-03-04,2025-03-26,recommended-restricted,confidential-discount,Simple discount patient access scheme; recommended only if an autologous stem cell transplant would be considered suitable,"Committee's preferred ICER around £30,000/QALY; acceptable ICER around £30,000/QALY",297000,GBP,list,"For this evaluation, the company asked for liso-cel to be considered only for people who can have an autologous stem cell transplant. This does not include everyone who it is licensed for. [...] There are uncertainties in the assumptions used in the economic model. But there are also some benefits of liso-cel that are not captured in the modelling. These include the potential for people to have liso-cel as an outpatient treatment. The cost-effectiveness estimates are within the range that NICE considers an acceptable use of NHS resources. So, liso-cel is recommended.",Lisocabtagene maraleucel for treating relapsed or refractory large B-cell lymphoma after first-line chemoimmunotherapy when a stem cell transplant is suitable (TA1048),TA1048,https://www.nice.org.uk/guidance/ta1048,2026-09-05,verified-from-source,regulatory_approval_date blank: this is an extension of indication whose EC/MHRA date is not stated in the guidance; take from EPAR. Resource impact summary: 565 to 592 people eligible per year 2024/25 to 2028/29; 57 treated in 2024/25 rising to 178 in 2028/29 (10% to 30% uptake). Scope consultation 2024-01-11; draft guidance 2024-11-14; final draft guidance 2025-02-20. Funding within 90 days.
Breyanzi,England,UK,NICE,LBCL_2L_ASCT_unsuitable,Lisocabtagene maraleucel for treating relapsed or refractory aggressive B-cell non-Hodgkin lymphoma after 1 systemic treatment when a stem cell transplant is unsuitable (terminated appraisal),,,2025-07-23,terminated-or-withdrawn,none,,,,,,NICE is unable to make a recommendation about the use in the NHS of lisocabtagene maraleucel for treating relapsed or refractory large B-cell lymphomas after first-line chemotherapy in adults when a stem cell transplant is unsuitable. This is because Bristol-Myers Squibb has confirmed that it does not intend to make an evidence submission for the appraisal. Bristol-Myers Squibb considers that there is unlikely to be enough evidence that the technology is a cost-effective use of NHS resources in this population.,Lisocabtagene maraleucel for treating relapsed or refractory aggressive B-cell non-Hodgkin lymphoma after 1 systemic treatment when a stem cell transplant is unsuitable (terminated appraisal) (TA1083),TA1083,https://www.nice.org.uk/guidance/ta1083,2026-09-05,verified-from-source,regulatory_approval_date blank: this is an extension of indication whose EC/MHRA date is not stated in the guidance; take from EPAR. No history dates on page.
Breyanzi,England,UK,NICE,FL_3L,Lisocabtagene maraleucel for treating relapsed or refractory follicular lymphoma after 2 or more lines of systemic treatment (terminated evaluation),,,2026-08-20,terminated-or-withdrawn,none,,,,,,NICE is unable to make a recommendation about the use in the NHS of lisocabtagene maraleucel for treating relapsed or refractory follicular lymphoma in adults after 2 or more lines of systemic treatment. This is because Bristol Myers Squibb has confirmed that it does not intend to make an evidence submission for the evaluation. Bristol Myers Squibb considers that there is unlikely to be enough evidence that the technology is a cost-effective use of NHS resources for this population.,Lisocabtagene maraleucel for treating relapsed or refractory follicular lymphoma after 2 or more lines of systemic treatment (terminated evaluation) (TA1186),TA1186,https://www.nice.org.uk/guidance/ta1186,2026-09-05,verified-from-source,regulatory_approval_date blank: this is an extension of indication whose EC/MHRA date is not stated in the guidance; take from EPAR. Guidance states liso-cel is not required to be funded in the NHS in England for this population.
Breyanzi,England,UK,NICE,CLL_SLL,Lisocabtagene maraleucel for treating relapsed or refractory chronic lymphocytic leukaemia or small lymphocytic lymphoma [ID6174],,,2026-02-18,terminated-or-withdrawn,none,,,,,,"Suspended. For information, the company have advised that they are no longer pursuing a Marketing Authorisation Application from the Medicines and Healthcare products Regulatory Agency (MHRA) for this indication at this time.",Lisocabtagene maraleucel for treating relapsed or refractory chronic lymphocytic leukaemia or small lymphocytic lymphoma [ID6174] (discontinued),GID-TA11001,https://www.nice.org.uk/guidance/discontinued/gid-ta11001,2026-09-05,verified-from-source,No UK marketing authorisation pursued for CLL/SLL. Topic selected 2022-03-30; in progress 2024-03-04; suspended 2024-06-13; discontinued 2026-02-18 (decision_date).
Breyanzi,England,UK,NICE,MCL_3L,Lisocabtagene maraleucel for treating relapsed or refractory mantle cell lymphoma [ID6695],,,,under-assessment,unknown,,,,,,,Lisocabtagene maraleucel for treating relapsed or refractory mantle cell lymphoma [ID6695] (awaiting development),GID-TA11930,https://www.nice.org.uk/guidance/awaiting-development/gid-ta11930,2026-09-05,verified-from-source,Awaiting development: topic selected 2025-12-15; note 2026-07-03 that timelines will be available in due course. MHRA/EC authorisation date for MCL not in source.
Abecma,England,UK,NICE,MM_4L,Idecabtagene vicleucel for treating relapsed and refractory multiple myeloma after 3 or more treatments (terminated appraisal),2021-08-18,2020-10-06,2023-11-30,terminated-or-withdrawn,none,,,,,,NICE is unable to make a recommendation about the use in the NHS of idecabtagene vicleucel for treating relapsed and refractory multiple myeloma in people after 3 or more treatments. This is because BMS has confirmed that it does not intend to make an evidence submission for the appraisal.,Idecabtagene vicleucel for treating relapsed and refractory multiple myeloma after 3 or more treatments (terminated appraisal) (TA936),TA936,https://www.nice.org.uk/guidance/ta936,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Scope consultation 2020-07-17; invitation to participate 2020-10-06; terminated 2023-11-30."
Abecma,England,UK,NICE,MM_3L,Idecabtagene vicleucel for treating relapsed or refractory multiple myeloma after 2 to 4 treatments (terminated appraisal),,,2025-07-23,terminated-or-withdrawn,none,,,,,,NICE is unable to make a recommendation about the use in the NHS of idecabtagene vicleucel for treating relapsed or refractory multiple myeloma after 2 to 4 treatments in adults. This is because Bristol-Myers Squibb has confirmed that it does not intend to make an evidence submission for the appraisal. Bristol-Myers Squibb considers that there is unlikely to be enough evidence that the technology is a cost-effective use of NHS resources in this population.,Idecabtagene vicleucel for treating relapsed or refractory multiple myeloma after 2 to 4 treatments (terminated appraisal) (TA1084),TA1084,https://www.nice.org.uk/guidance/ta1084,2026-09-05,verified-from-source,regulatory_approval_date blank: this is an extension of indication whose EC/MHRA date is not stated in the guidance; take from EPAR. No history dates on page.
Carvykti,England,UK,NICE,MM_4L,Ciltacabtagene autoleucel for treating relapsed or refractory multiple myeloma (terminated appraisal),2022-05-25,2021-03-12,2023-05-17,terminated-or-withdrawn,none,,,,,,"NICE is unable to make a recommendation about the use in the NHS of ciltacabtagene autoleucel for treating relapsed or refractory multiple myeloma in adults. This is because Janssen withdrew its evidence submission for the appraisal. Janssen considers that the technology will not, at this time, be launched in the UK for treating this indication.",Ciltacabtagene autoleucel for treating relapsed or refractory multiple myeloma (terminated appraisal) (TA889),TA889,https://www.nice.org.uk/guidance/ta889,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Scope consultation 2021-02-01; invitation to participate 2021-03-12; company withdrew submission; terminated 2023-05-17."
Carvykti,England,UK,NICE,MM_2L,Ciltacabtagene autoleucel for treating relapsed and lenalidomide-refractory multiple myeloma after 1 to 3 therapies,,2026-07-08,,under-assessment,unknown,,,,,,"Suspended. The company has informed NICE that it will not provide an evidence submission for this appraisal. Therefore, we are suspending the appraisal while we consider the next steps.",Ciltacabtagene autoleucel for treating relapsed and lenalidomide-refractory multiple myeloma after 1 to 3 therapies [D5 / GID-TA12518],GID-TA10905; GID-TA12518,https://www.nice.org.uk/guidance/indevelopment/gid-ta12518,2026-09-05,verified-from-source,"regulatory_approval_date blank: this is an extension of indication whose EC/MHRA date is not stated in the guidance; take from EPAR. Original topic D5 (GID-TA10905): suspended 2024-03-08 after company declined to submit; rescheduled 2026-03-05; scope consultation 2026-05-08 to 2026-06-08; deferred 2026-07-01 to new record GID-TA12518, invitation to participate issued 2026-07-08 (used as submission_or_start_date). The verbatim quote is the 2024 suspension note, not a committee reason."
Aucatzyl,England,UK,NICE,ALL_adult_26plus,Obecabtagene autoleucel for treating relapsed or refractory B-cell precursor acute lymphoblastic leukaemia in people aged 26 years and over,2025-07-17,2024-09-05,2025-12-11,recommended-restricted,confidential-discount,"Simple discount patient access scheme; recommended for people 26 years and over only (not 18 to 25, where tisagenlecleucel is the comparator); 1.2 severity modifier applied","ICER vs inotuzumab below £30,000/QALY in overall population; acceptable ICER towards higher end of £20,000 to £30,000/QALY; 1.2 severity modifier",372000,GBP,list,"Compared with tisagenlecleucel, which is usually offered to people aged 18 to 25 years, the most likely cost-effectiveness estimates for obe-cel are above the range NICE considers an acceptable use of NHS resources. So obe-cel is not recommended for people aged 18 to 25 years. For people 26 years and over, when considering the condition's severity and its effect on quality and length of life, the most likely cost-effectiveness estimates for obe-cel are within the range that NICE considers an acceptable use of NHS resources. So obe-cel is recommended for people aged 26 years and over.",Obecabtagene autoleucel for treating relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (TA1116),TA1116,https://www.nice.org.uk/guidance/ta1116,2026-09-05,verified-from-source,"regulatory_approval_date = EU (EC) authorisation date from cohort brief, applicable to the UK at the time; MHRA GB date may differ for post-2020 products. Guidance notes the (conditional) marketing authorisation covers adults; UK MHRA date not stated. Resource impact summary: eligible population around 50 people, uptake around 35 from year 2. Scope consultation 2024-07-11; draft guidance 2025-06-13; final draft guidance 2025-11-25. Funding within 90 days."
