product,system,country,body,indication_key,indication_text,regulatory_approval_date,submission_or_start_date,decision_date,outcome,arrangement_type,arrangement_detail,added_benefit_or_rating,price_at_decision,price_currency,price_basis,stated_reasons_verbatim,document_title,document_id,source_url,fetched_date,status,notes
Kymriah,Australia,Australia,MSAC,LBCL_3L,Amendment to eligibility criteria for tisagenlecleucel for treatment of relapsed or refractory diffuse large B-cell lymphoma - removal of the requirement for patients to be CD19-positive,2018-12-19,,2020-11-26,not-recommended,none,,,,AUD,,"MSAC did not support amending the eligibility criteria for tisagenlecleucel (TIS) (Kymriah) for the treatment of relapsed or refractory diffuse large B-cell lymphoma (DLBCL) by removing the requirement for patients to test positive for CD-19 expression on their B-cells. MSAC considered that since tisagenlecleucel is a cell-based therapy specifically targeting CD-19 expression, and since there is no minimum threshold set for CD-19 positivity, the argument for removing the requirement was not adequately supported.",Public Summary Document Application No. 1653 - Amendment to eligibility criteria for Tisagenlecleucel (CTL019) for treatment of relapsed or refractory diffuse large B-cell lymphoma,MSAC 1653 PSD (November 2020); MSAC 80th Meeting 26-27 November 2020,https://www.msac.gov.au/sites/default/files/documents/1653%20Final%20PSD_Nov2020_redacted.pdf,2026-09-05,verified-from-source,Eligibility amendment application; no change to existing risk share arrangements requested. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections
Kymriah,Australia,Australia,MSAC,LBCL_3L,Amendments to eligibility criteria for tisagenlecleucel for treatment of relapsed or refractory DLBCL - amend clinical criteria for patients with Transformed Follicular Lymphoma (TFL) and propose inclusion of patients with grade 3B follicular lymphoma (3B FL),2018-12-19,2021-04,2021-07-29,recommended,outcomes-based,minor eligibility changes within existing NHRA risk share deed,,,AUD,,MSAC supported the minor changes to the eligibility criteria for tisagenlecleucel (as proposed in the Pre-MSAC response) regarding certain patients with transformed follicular lymphoma (TFL) and certain patients with grade 3B follicular lymphoma (FL). MSAC considered there would be a very small number of additional patients that would be eligible and there was support for these changes from the National CAR-T Patient Prioritisation Committee and from the States and Territories.,Public Summary Document Application No. 1676 - Amendments to eligibility criteria for tisagenlecleucel for treatment of relapsed or refractory diffuse large B-cell lymphoma,MSAC 1676 PSD (July 2021); 82nd MSAC Meeting 29-30 July 2021,https://www.msac.gov.au/sites/default/files/documents/1676%20Final%20PSD%20-%20July%202021_redacted.pdf,2026-09-05,verified-from-source,"Application received April 2021. PSD estimates 3-15 extra patients infused per year (3-10 new patients in Year 1 from the 3B FL change, rising to 7-15 in Year 6). retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections"
Kymriah,Australia,Australia,MSAC,ALL_ped,Review of tisagenlecleucel (Kymriah) for treatment of acute lymphoblastic leukaemia in paediatric and young adult patients (pALL),2018-12-19,2023-02-08,2023-07-27,recommended-restricted,outcomes-based,post-market review: continued funding with renegotiation on the basis of TIS being a bridging treatment rather than curative; further review in 3 years; ongoing data collection,,,AUD,,"After reviewing updated evidence from clinical studies, Australian data from the Australian Bone Marrow Transplant Recipient Registry (ABMTRR) and utilisation data supplied by the States and Territories, MSAC considered that the available evidence did not fully address the clinical, economic and financial uncertainties which existed when it initially supported public funding. The review did not adequately address MSAC's previous concerns regarding the uncertainty of clinical outcomes beyond 12 months for TIS for pALL. MSAC considered that for most patients, TIS is likely used as a bridging therapy to aHSCT or aHSCT is being used to treat relapse post-TIS. Data from the States and Territories showed the true total cost of providing treatment with TIS was substantially higher than expected and that although significantly fewer patients than expected used TIS, the estimated budget impact was similar to that presented in the initial application for this reason. Therefore, MSAC advised a further review should be conducted in 3 years with the need for ongoing data collection. MSAC requested the Department negotiate based on TIS being a bridging treatment rather than a curative treatment.",Public Summary Document Application No. 1748 - Review of tisagenlecleucel (Kymriah) for treatment of acute lymphoblastic leukaemia in paediatric and young adult patients (pALL),MSAC 1748 PSD (July 2023); MSAC 27 July 2023,https://www.msac.gov.au/sites/default/files/documents/1748%20Final%20PSD%20-%20July%202023%20(redacted).pdf,2026-09-05,verified-from-source,"ADAR lodged February 2023 (deadline 8 February 2023). Actual utilisation <100 patients per year in Years 1-4 versus (redacted) expected. Outcome is a review, mapped to recommended-restricted because funding continued with renegotiation. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections"
Yescarta,Australia,Australia,TGA,LBCL_3L,"relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy, including DLBCL not otherwise specified, primary mediastinal large B-cell lymphoma, high grade B-cell lymphoma and DLBCL arising from follicular lymphoma",2020-02-11,2018-12-17,2020-02-11,recommended,none,,,,,,,"MSAC 1771 PSD (August 2024), Prerequisites to implementation; MSAC 1587 PSD (regulatory submission date)",ARTG 329770,https://www.msac.gov.au/sites/default/files/2024-10/1771_final_psd_-_aug2024_-_redacted.pdf,2026-09-05,verified-from-source,"Per MSAC 1771 PSD: ""AXI was first included on the Australian Register of Therapeutic Goods (ARTG) on 11 February 2020 for r/r LBCL (ARTG ID 329770)"". Regulatory submission to TGA 17 December 2018 per MSAC 1587 PSD. TGA record itself not retrieved (tga.gov.au blocked)."
Yescarta,Australia,Australia,TGA,LBCL_2L,YESCARTA is a genetically modified autologous immunocellular therapy for the treatment of: Large B-cell Lymphoma - Patients with relapsed or refractory large B-cell lymphoma (LBCL). YESCARTA is not indicated for the treatment of patients with primary central nervous system lymphoma.,2022-12-12,2021-12-02,2022-12,recommended,none,,,,,,,"ARTG Public Summary for ARTG Entry 400895 (Yescarta, Gilead Sciences Pty Ltd)",ARTG 400895,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=400895&agid=(PrintDetailsPublic)&actionid=1,2026-09-05,verified-from-source,"ARTG Start Date 12/12/2022 (eBS public summary read directly). MSAC 1722 PSD: expansion to 2L LBCL submitted to TGA 2 December 2021, final TGA decision released December 2022."
Yescarta,Australia,Australia,TGA,FL_3L,Follicular Lymphoma - Patients with relapsed or refractory follicular lymphoma (FL) after two or more lines of systemic therapy.,2022-12-12,,2022-12-12,recommended,none,,,,,,,"ARTG Public Summary for ARTG Entry 400895 (Yescarta, Gilead Sciences Pty Ltd)",ARTG 400895,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=400895&agid=(PrintDetailsPublic)&actionid=1,2026-09-05,verified-from-source,"MSAC 1771 PSD: ""The indication was extended to include patients with r/r FL after two or more lines of systemic therapy on 12 December 2022 (ARTG ID 400895)""."
Yescarta,Australia,Australia,MSAC,LBCL_3L,"relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL) including DLBCL not otherwise specified (NOS) and transformed follicular lymphoma (TFL), primary mediastinal B-cell lymphoma (PMBCL) and high grade B-cell lymphoma (HGBCL)",2020-02-11,,2019-11-28,under-assessment,outcomes-based,"deferred pending TGA decision; minded to support at average price per patient 40-45% lower than proposed, with pay-for-performance (survival at 12 months proposed by applicant), no payment for unsuccessful infusion, one infusion per lifetime, ABMTRR data, review within 2 years",,,AUD,,"MSAC deferred making a recommendation on the public funding of AXI for DLBCL, TFL and PMBCL pending a regulatory decision by the Therapeutic Goods Administration (TGA). However, MSAC advised the Minister that, subject to the TGA making a decision in favour of approving AXI for inclusion on the Australian Register of Therapeutic Goods, MSAC was minded to support the public funding of AXI at an average price per patient that is 40-45% lower than the price proposed by the applicant redacted, and if the following measures were implemented to contain the risks associated with public funding: treatment must be delivered by a haematologist working in a multi-disciplinary team specialising in the provision of CAR-T cell therapy; treatment must be delivered in a tertiary public hospital with appropriate credentials; no payment for AXI for an unsuccessful infusion; no payment for AXI if a patient is apheresed but does not receive the infusion of engineered lymphocytes; a limit to one successful CAR-T infusion per lifetime for r/r DLBCL, including DLBCL NOS and TFL, PMBCL and HGBCL.",Public Summary Document Application No. 1587 - Axicabtagene ciloleucel (CAR-T therapy) for the treatment of refractory or relapsed CD19-positive lymphoma,MSAC 1587 PSD; MSAC 77th Meeting 28-29 November 2019,https://www.msac.gov.au/sites/default/files/documents/1587%20Final%20PSD%20Nov%2019_redacted.pdf,2026-09-05,verified-from-source,Deferred (mapped to under-assessment). Price redacted. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections
Yescarta,Australia,Australia,MSAC,LBCL_3L,"relapsed/refractory DLBCL (including DLBCL NOS and TFL), PMBCL and HGBCL",2020-02-11,,2020-01-16,recommended-restricted,outcomes-based,as per November 2019 advice: average price 40-45% below proposed; pay-for-performance/risk share; no payment for unsuccessful infusion; one infusion per lifetime; review within 2 years,,,AUD,,"Following the MSAC's November 2019 decision to defer providing advice to the Minister for Health on the public funding of AXI for DLBCL, TFL and PMBCL, the Therapeutics Goods Administration (TGA) Clinical Evaluation Report and Delegate's Summary became available. The TGA delegate has indicated (s)he is minded to approve AXI for registration for the same indications for which public funding has been sought. On receipt of this advice from the TGA, the MSAC confirmed its support for the public funding of AXI out-of-session on 16 January 2020, without making any changes to the other parts of its advice to the Minister from November 2019.",Public Summary Document Application No. 1587 - Axicabtagene ciloleucel (CAR-T therapy) for the treatment of refractory or relapsed CD19-positive lymphoma,MSAC 1587 PSD; MSAC out-of-session 16 January 2020,https://www.msac.gov.au/sites/default/files/documents/1587%20Final%20PSD%20Nov%2019_redacted.pdf,2026-09-05,verified-from-source,NHRA Highly Specialised Therapy. Price redacted; patient caps redacted. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections
Yescarta,Australia,Australia,Funding,LBCL_3L,"r/r DLBCL, TFL and PMBCL in the third-line setting under NHRA Commonwealth and State shared funding arrangements",2020-02-11,,,not-found,outcomes-based,,,,AUD,,these volumes have not been realised in practice with a total of [redacted] publicly funded patients infused with AXI since supported by MSAC in July 2021 (i.e. since 1st patient infused 6 September 2021 through to the October 2023 quarterly report submitted by the applicant).,"Public Summary Document Application No. 1722.1 (April 2024), ESC discussion",MSAC 1722.1 PSD,https://www.msac.gov.au/sites/default/files/documents/1722.1%20Final%20PSD%20-%20April2024%20(redacted).pdf,2026-09-05,not-found,"Commencement date of NHRA subsidy for AXI 3L not stated explicitly; the 1722.1 PSD quote above (first publicly funded patient infused 6 September 2021) is the only dated statement found and its ""July 2021"" reference conflicts with the January 2020 MSAC support, so it is recorded here without being adopted as the funding start date."
Yescarta,Australia,Australia,MSAC,LBCL_2L,relapsed or refractory (r/r) large B-cell lymphoma (LBCL) in the second-line (2L) setting,2022-12-12,,2023-03-30,not-recommended,none,,,,AUD,,"MSAC did not support public funding of axicabtagene ciloleucel (AXI) for the treatment of relapsed or refractory large B-cell lymphoma (LBCL) in the second-line (2L) setting. MSAC recognised the clinical need for the proposed treatment in this population. MSAC considered that from the evidence presented for evaluation, it was uncertain whether AXI demonstrated durable survival outcomes relative to standard of care, and that AXI had an inferior safety profile. MSAC was also concerned with the use of event-free survival (EFS) as a primary endpoint, which was likely to be biased in favour of the AXI arm, and that the trial did not adequately capture the difference between AXI in the 2L vs 3L setting, which had flow on effects to the economic model. MSAC also considered that the incremental cost-effectiveness ratio (ICER) was highly uncertain and was underestimated due to the optimistic extrapolation of survival favouring AXI.",Public Summary Document Application No. 1722 - Axicabtagene ciloleucel (YESCARTA) for relapsed or refractory large B-cell lymphoma,MSAC 1722 PSD; MSAC 30-31 March 2023,https://www.msac.gov.au/sites/default/files/documents/1722%20Final%20PSD%20-%20Mar%202023%20(redacted)_Updated.pdf,2026-09-05,verified-from-source,"Application states approx. 1,000 patients per year are refractory or relapse within 12 months of 1L therapy; financial estimates redacted. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections"
Yescarta,Australia,Australia,MSAC,LBCL_2L,relapsed or refractory (R/R) large B-cell lymphoma (LBCL) in the second-line (2L) setting,2022-12-12,,2024-04-04,recommended-restricted,outcomes-based,"risk sharing arrangement: either a single payment of up to $[redacted] corresponding to ICER $[redacted]/QALY, or pay-for-performance achieving average price $[redacted] per successfully infused patient based on [redacted]% response rate; one successful CAR-T infusion per lifetime; annual patient caps as per current 3L deed; review within 3 years",,,AUD,,"MSAC supported the public funding of axicabtagene ciloleucel (AXI) through the NHRA for the treatment of R/R LBCL in the 2L setting. MSAC recognised the clinical need for the proposed treatment in this population. MSAC noted that the updated clinical data demonstrated a statistically significant overall survival (OS) benefit of AXI relative to the standard of care over a longer follow up period, which MSAC considered supported the clinical claim of superior effectiveness. MSAC noted the proposed price for treatment with AXI in the 2L setting was higher than the average price previously supported by MSAC for AXI in the 3L setting. MSAC also noted that the application proposed increasing the annual patient cap for AXI but that the current utilisation of AXI is below the current annual patient cap for the 3L setting. Therefore, MSAC support for public funding of AXI in 2L setting was contingent on a risk sharing arrangement.",Public Summary Document Application No. 1722.1 - Axicabtagene ciloleucel (Yescarta) for relapsed or refractory large B-cell lymphoma,MSAC 1722.1 PSD; MSAC 4-5 April 2024,https://www.msac.gov.au/sites/default/files/documents/1722.1%20Final%20PSD%20-%20April2024%20(redacted).pdf,2026-09-05,verified-from-source,ADAR estimated 228 patients likely to be administered AXI in 2L in Year 1 (483 eligible). Price redacted. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections
Yescarta,Australia,Australia,MSAC,FL_3L,relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy,2022-12-12,,2024-08-01,not-recommended,none,,,,AUD,,"MSAC did not support public funding of axicabtagene ciloleucel (AXI) through the National Health Reform Agreement (NHRA) for the treatment of relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy. MSAC acknowledged the clinical need for new therapies for this patient population, and considered that AXI appeared to offer clinical benefit, particularly in progression free survival. However, MSAC noted that due to the low certainty of evidence, the magnitude of benefit was highly uncertain. MSAC considered that AXI had an inferior safety profile compared to the current standard of care. MSAC considered the cost-effectiveness of AXI was highly uncertain, due to low certainty in comparative evidence, uncertain real-world costs and the unsubstantiated cure assumption used in the economic model. MSAC noted the proposed price of AXI had not been adequately justified and considered a price reduction along with a risk sharing arrangement would be required for any future re-application.",Public Summary Document Application No. 1771 - Axicabtagene ciloleucel (Yescarta) for patients with relapsed or refractory follicular lymphoma,MSAC 1771 PSD; MSAC 1-2 August 2024,https://www.msac.gov.au/sites/default/files/2024-10/1771_final_psd_-_aug2024_-_redacted.pdf,2026-09-05,verified-from-source,Price and patient numbers redacted. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections
Yescarta,Australia,Australia,MSAC,FL_3L,adult patients with relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy,2022-12-12,,2025-07-31,recommended-restricted,outcomes-based,price reduction required; risk sharing arrangement with a two-part pay for performance pricing structure supported by jurisdictions,,,AUD,,"MSAC supported public funding of axicabtagene ciloleucel (AXI) as a Highly Specialised Therapy (HST) through the National Health Reform Agreement (NHRA) for the treatment of adult patients with relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy. MSAC recalled it acknowledged the clinical need for the proposed treatment in this population and noted that while the updated clinical data demonstrated that AXI appeared to offer clinical benefit relative to the standard of care over a longer follow up period, the long-term clinical benefits remained uncertain as FL is a relatively indolent condition compared with other cancers with funded CAR-T therapies. MSAC considered AXI has an inferior safety profile compared to the current standard of care. MSAC considered a price reduction was required for AXI to be cost-effective. MSAC noted as joint funders of the HST, the jurisdictions were supportive of a risk sharing arrangement with a two-part pay for performance pricing structure.",Public Summary Document Application No. 1771.1 - Axicabtagene ciloleucel therapy for patients with relapsed or refractory follicular lymphoma,MSAC 1771.1 PSD; MSAC 31 July 2025,https://www.msac.gov.au/sites/default/files/2025-10/1771.1_final_psd_-_july_2025_-_redacted_0.pdf,2026-09-05,verified-from-source,Resubmission application form HPP200262. Price redacted. retrieved via web.archive.org snapshot because msac.gov.au and tga.gov.au refused direct connections
