code,descriptor,year,allowed_services,allowed_charges_usd,payment_usd,beneficiaries,source_file,source_url,status,notes
81231,"Cyp3a5 (cytochrome p450 family 3 subfamily a member 5) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *7)",2024,107,18704.67,18330.17,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL 107). File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81418,"Drug metabolism (eg, pharmacogenomics) genomic sequence analysis panel, must include testing of at least 6 genes, including cyp2c19, cyp2d6, and cyp2d6 duplication/deletion analysis",2024,12333,11307196.19,11079866.67,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL 12333). File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81415,"Exome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis",2024,,14340,14053.2,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL N/A). Allowed services shown as N/A in source, which the file defines as ""data cannot be disclosed due to Privacy rules""; allowed charges and payment are still reported, so the count is small but non-zero. File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81416,"Exome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis, each comparator exome (eg, parents, siblings) (list separately in addition to code for primary procedure)",2024,,14400,14112,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL N/A). Allowed services shown as N/A in source, which the file defines as ""data cannot be disclosed due to Privacy rules""; allowed charges and payment are still reported, so the count is small but non-zero. Add-on code for each comparator (eg parent or sibling) sequenced alongside the proband; counts comparators, not patients. File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81425,"Genome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis",2024,131,659087.2,645905.98,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL 131). File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81426,"Genome (eg, unexplained constitutional or heritable disorder or syndrome); sequence analysis, each comparator genome (eg, parents, siblings) (list separately in addition to code for primary procedure)",2024,28,72698.75,71244.75,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL 28). Add-on code for each comparator (eg parent or sibling) sequenced alongside the proband; counts comparators, not patients. File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81519,"Oncology (breast), mrna, gene expression profiling by real-time rt-pcr of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",2024,24810,96079086.25,93838315.44,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL 24810). File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
81355,"Vkorc1 (vitamin k epoxide reductase complex, subunit 1) (eg, warfarin metabolism), gene analysis, common variant(s) (eg, -1639g>a, c.173+1000c>t)",2024,11,970.2,950.84,,"2024-part-b-national-summary-data-file.zip > National/Y2024_04) Path.Lab (80000 - 89999) and codes ending in U or M.xlsx (header row 5: DESCRIPTION, HCPCS, MODIFIER, ALLOWED SERVICES, ALLOWED CHARGES, PAYMENT)",https://www.cms.gov/files/zip/2024-part-b-national-summary-data-file.zip,verified-from-source,"TOTAL row (modifier breakdown, allowed services: GLOBL 11). Not in the seed table: VKORC1 is 81355, outside the seeded 81225-81231 range; included because the seed family names VKORC1. File has no beneficiary count. Descriptor is the CMS CLFS 2026 Q1 extended long descriptor. Series URL pattern (host https://www.cms.gov): 2024 /files/zip/2024-part-b-national-summary-data-file.zip is the only year linked on the page now (page says contact CMS for previous years); earlier files are unlinked but still served (HEAD checks 2026-09-04 returned HTTP 200 for 2018, 2019, 2021, 2022): 2022 /files/zip/national2022zip.zip-0 (carrier file carrier2022zip.zip-0), 2019-2021 /files/zip/partbnational{YYYY}.zip, 2018 /sites/default/files/2019-11/PartBNational2018.zip, 2000-2017 /Research-Statistics-Data-and-Systems/Downloadable-Public-Use-Files/Part-B-National-Summary-Data-File/Downloads/PartBNational{YYYY}.zip; on the archived page (Wayback 2025-01-13 and 2025-08-19) each sits behind /apps/ama/license.asp?file=<path>. Format: CSV 2000-2009, Excel 2010 onward, one workbook per code range, Path/Lab range includes U and M codes. 2023 was never listed on any snapshot and 2023-part-b-national-summary-data-file.zip returns 404."
0037U,"Targeted genomic sequence analysis, solid organ neoplasm, dna analysis of 324 genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=0037U&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
0239U,"Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free dna, analysis of 311 or more genes, interrogation for sequence variants, including substitutions, insertions, deletions, select rearrangements, and copy number variations",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=0239U&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
0242U,"Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free circulating dna analysis of 55-74 genes, interrogation for sequence variants, gene copy number amplifications, and gene rearrangements",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=0242U&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
0340U,"Oncology (pan-cancer), analysis of minimal residual disease (mrd) from plasma, with assays personalized to each patient based on prior next-generation sequencing of the patient's tumor and germline dna, reported as absence or presence of mrd, with disease-burden correlation, if appropriate",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=0340U&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81225,"Cyp2c19 (cytochrome p450, family 2, subfamily c, polypeptide 19) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *8, *17)",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81225&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81226,"Cyp2d6 (cytochrome p450, family 2, subfamily d, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1xn, *2xn, *4xn)",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81226&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81227,"Cyp2c9 (cytochrome p450, family 2, subfamily c, polypeptide 9) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *5, *6)",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81227&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81228,"Cytogenomic (genome-wide) analysis for constitutional chromosomal abnormalities; interrogation of genomic regions for copy number variants, comparative genomic hybridization [cgh] microarray analysis",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81228&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81229,"Cytogenomic (genome-wide) analysis for constitutional chromosomal abnormalities; interrogation of genomic regions for copy number and single nucleotide polymorphism (snp) variants, comparative genomic hybridization (cgh) microarray analysis",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81229&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81230,"Cyp3a4 (cytochrome p450 family 3 subfamily a member 4) (eg, drug metabolism), gene analysis, common variant(s) (eg, *2, *22)",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81230&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81231,"Cyp3a5 (cytochrome p450 family 3 subfamily a member 5) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *7)",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81231&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
81418,"Drug metabolism (eg, pharmacogenomics) genomic sequence analysis panel, must include testing of at least 6 genes, including cyp2c19, cyp2d6, and cyp2d6 duplication/deletion analysis",2023,,,,,"Medicare Physician & Other Practitioners - by Provider and Service, CY2023 (MUP_PHY_R25_P05_V20_D23_Prov_Svc.csv; dataset id 0e9f2f2b-7bf9-451a-912c-e02e654dd725; ""latest"" alias 92396110-2aed-4d63-a6a2-5d6207d46a29)",https://data.cms.gov/data-api/v1/dataset/0e9f2f2b-7bf9-451a-912c-e02e654dd725/data?filter[HCPCS_Cd]=81418&size=5000,gap,"HTTP 403 Access Denied (Akamai edge) from this environment on every data.cms.gov path tried (data.json, dataset page, api-docs, data-api/v1 endpoint), with curl using browser headers and with the fetch tool. Dataset ids and CSV URLs were recovered from the Wayback Machine copy of https://data.cms.gov/data.json (snapshot 2026-01-24), which lists per-year versions 2013 to 2023 (2023 is the latest). Re-run from a network that data.cms.gov accepts; rows with fewer than 11 beneficiaries are suppressed at provider level, so provider sums understate Tot_Benes. The companion dataset ""by Geography and Service"" (2023 id ddee9e22-7889-4bef-975a-7853e4cd0fbb; latest alias 6fea9d79-0129-4e4c-b1b8-23cd86a4f435) carries national totals per HCPCS code and avoids that problem."
