product,indication_key,indication_label,geography,measure_type,value_low,value_point,value_high,unit,estimate_year,as_of_date,verbatim,source_doc,source_url,status,notes
Hemgenix,HemB_adult,adults eligible for etranacogene dezaparvovec in England (NICE prediction as reported),England,gatekeeper_eligible,,250,,people eligible,2024,2024-07-01,Approximately 2000 people in the UK have haemophilia B. | NICE predicts that around 250 of these patients will be eligible for the gene therapy in England.,"Progress Educational Trust (PET) news, NHS funding approved for haemophilia B gene therapy (2024-07-01), reporting NICE final draft guidance figures",https://www.progress.org.uk/nhs-funding-approved-for-haemophilia-b-gene-therapy/,verified-from-source,"Secondary report of NICE final draft guidance (June 2024); consistent with the NICE resource impact statement of ~300 adults with label-severity disease and 'eligible likely to be lower'. UK prevalent haemophilia B ~2,000 (all ages/severities)."
Hemgenix,HemB_adult,"haemophilia B, all ages and severities",UK,prevalent_eligible,,2000,,people with haemophilia B,2024,2024-07-01,Approximately 2000 people in the UK have haemophilia B,"Progress Educational Trust (PET) news, NHS funding approved for haemophilia B gene therapy (2024-07-01), reporting NICE final draft guidance figures",https://www.progress.org.uk/nhs-funding-approved-for-haemophilia-b-gene-therapy/,verified-from-source,"Secondary source; compare WFH AGS 2022 UK hemophilia B count 1,721 (registered)."
Hemgenix,HemB_adult,adults with severe and moderately severe haemophilia B without FIX-inhibitor history (GKV target population),Germany,gatekeeper_eligible,,340,,"patients (statutory health insurance, GKV)",2023,2023-10-19,Erwachsene mit schwerer und mittelschwerer Haemophilie B (angeborener Faktor-IX-Mangel) ohne Faktor-IX-Inhibitoren in ihrer Vorgeschichte ca. 340 Patientinnen und Patienten,"G-BA Beschluss Anlage XII Etranacogen Dezaparvovec (Haemophilie B), Beschluss vom 19. Oktober 2023, BAnz AT 24.11.2023 B4, section 2 Anzahl der Patientinnen und Patienten",https://www.g-ba.de/downloads/39-261-6233/2023-10-19_AM-RL-XII_Etranacogen-Dezaparvovec_D-937_BAnz.pdf,verified-from-source,"Tragende Gruende (same date, https://www.g-ba.de/downloads/40-268-9886/2023-10-19_AM-RL-XII_Etranacogen-Dezaparvovec_D-937_TrG.pdf): figures based on the Deutsches Haemophilieregister (DHR); G-BA used the manufacturer's upper bound (moderate plus severe), applied the FIX-inhibitor share to it and rejected excluding AAV5-seropositive patients ('nicht sachgerecht'). GKV covers ~88% of the German population. Umlauts transliterated."
Hemgenix,HemB_adult,population cible HAS (severe to moderately severe haemophilia B adults without FIX inhibitors),France,gatekeeper_eligible,,304,,patients per year at maturity (budget impact population),2023,2023,"According to the claimed price for a single injection, the introduction of HEMGENIX generates a 63% increase in Social Security spending over 5 years, with the target population reaching 304 patients annually at maturity. (English paraphrase in search result)","HAS, HEMGENIX (etranacogene dezaparvovec) - Hemophilie B, avis de la Commission de la Transparence / avis economique (2023)",https://www.has-sante.fr/jcms/p_3460133/fr/hemgenix-etranacogene-dezaparvovec-hemophilie-b,provisional-from-snippet,has-sante.fr returned HTTP 403 / aborted streams to WebFetch and curl; the figure comes from a search-engine summary of the HAS page and appears to be the budget-impact 'population cible a maturite'. Original French wording and avis date not verified. Needs confirmation against the avis PDF.
Hemgenix,HemB_adult,haemophilia B (EU orphan designation prevalence),EU,prevalence_rate,,0.2,,"per 10,000 people in the EU",2018,2018,"At the time of designation, haemophilia B affected approximately 0.2 in 10,000 people in the European Union (EU). This was equivalent to a total of around 10,000 people*, and is below the ceiling for orphan designation, which is 5 people in 10,000.","EMA orphan designation page EU/3/18/1999 (etranacogene dezaparvovec, haemophilia B)",https://www.ema.europa.eu/en/medicines/human/orphan-designations/eu-3-18-1999,verified-from-source,"EU-wide, all ages and severities (~10,000 people). Designation year 2018 inferred from the designation number."
Hemgenix,HemB_adult,"haemophilia B, all ages and severities",EU,prevalent_eligible,,10000,,people in the EU,2018,2018,"This was equivalent to a total of around 10,000 people*",EMA orphan designation page EU/3/18/1999,https://www.ema.europa.eu/en/medicines/human/orphan-designations/eu-3-18-1999,verified-from-source,Sponsor-estimated at orphan designation; adult severe/moderately severe subset not given.
Hemgenix,HemB_adult,"adult male hemophilia B, moderately severe to severe, on FIX prophylaxis (sponsor BIA population)",Canada,gatekeeper_eligible,,58,,patients (implied eligible pool),2024,2024-09,(derived) 14 patients treated by end of 2027 at cumulative uptake 3% + 8% + 13% = 24% implies ~58 eligible patients,"CDA-AMC (CADTH) Pharmacoeconomic Review, Etranacogene Dezaparvovec (Hemgenix), NCBI Bookshelf NBK608456 (September 2024)",https://www.ncbi.nlm.nih.gov/books/NBK608456/,derived,"CDA-AMC text: sponsor restricted the BIA to 'adult male hemophilia B patients with moderately severe to severe disease who receive FIX prophylaxis', assumed uptake of '3%, 8%, and 13% in years 1, 2, and 3, respectively', giving 'an estimated 14 patients receiving treatment with etranacogene dezaparvovec by the end of 2027'. Arithmetic assumes the yearly percentages apply to the same fixed pool; CDA-AMC reanalysis broadened the pool to mild/moderate patients on prophylaxis (27% severe, 40% moderate, 32% mild among adult males; 40% of moderate and 19% of mild on prophylaxis) but its patient counts were not extracted."
Hemgenix,HemB_adult,adult male hemophilia B severity split (CDA-AMC market assessment),Canada,prevalence_rate,,27,,percent of adult males with hemophilia B who have severe disease,2024,2024-09,"27% of adult males presented with severe disease, 40% presented with moderate disease and 32% presented with mild disease","CDA-AMC (CADTH) Pharmacoeconomic Review, Etranacogene Dezaparvovec (Hemgenix), NCBI Bookshelf NBK608456 (September 2024)",https://www.ncbi.nlm.nih.gov/books/NBK608456/,verified-from-source,Also: 40% of moderate and 19% of mild patients receive FIX prophylaxis (CADTH reanalysis inputs).
Hemgenix,HemB_adult,share of haemophilia patients with pre-existing anti-AAV5 antibodies (global),Global,seroprevalence,,34.8,,"percent seropositive for AAV5 (people with hemophilia A, multinational cohort)",2022,2022,global seroprevalence was...34.8% for AAV5,"Klamroth R et al., Global Seroprevalence of Pre-existing Immunity Against AAV5 and Other AAV Serotypes in People with Hemophilia A, Human Gene Therapy 2022, PMID 35156839 (abstract via PubMed)",https://pubmed.ncbi.nlm.nih.gov/35156839/,verified-from-source,"Same AAV5 capsid as Hemgenix; US 26.8%, Germany 28.1%, France 37.2%, Italy 40%, UK 5.9%, Japan 29.8%, Brazil 26.9%, Russia 46.2%, South Africa 51.8% (see Roctavian seroprevalence rows). Note EU Hemgenix label does not exclude seropositive patients; G-BA rejected an AAV5 exclusion when counting patients."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",UK,prevalent_eligible,,1721,,people with hemophilia B (identified),2022,2023-10,"United Kingdom 1,721 4% 14% 7% 37% 38% 0%","WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). adults 19+ = 37%+38% = 75% (~1,290). Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Germany,prevalent_eligible,,842,,people with hemophilia B (identified),2022,2023-10,"Germany 4,245 842 0 6,629 636 186 479 1,759 177 142 951","WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). age distribution row not reported for Germany in the age tables. Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",France,prevalent_eligible,,1909,,people with hemophilia B (identified),2022,2023-10,"France 1,909 5% 14% 10% 36% 34% 0%","WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). adults 19+ = 36%+34% = 70% (~1,340). Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Italy,prevalent_eligible,,707,,people with hemophilia B (identified),2022,2023-10,"Italy 2,944 707 2,802 308 13 367 28 1,840 170 553 50","WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). age distribution row not reported for Italy. Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Spain,prevalent_eligible,,286,,people with hemophilia B (identified),2022,2023-10,Spain 286 2% 6% 6% 34% 45% 6%,"WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). count table gives 287; adults 19+ = 34%+45% = 79%, 6% age unknown. Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Japan,prevalent_eligible,,1294,,people with hemophilia B (identified),2022,2023-10,"Japan 1,294 4% 12% 6% 38% 39% 1%","WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). adults 19+ = 38%+39% = 77% (~1,000). Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Canada,prevalent_eligible,,742,,people with hemophilia B (identified),2022,2023-10,Canada 742 3% 10% 7% 41% 40% 0%,"WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). adults 19+ = 41%+40% = 81% (~600). Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Australia,prevalent_eligible,,568,,people with hemophilia B (identified),2022,2023-10,Australia 568 5% 9% 10% 36% 40% 0%,"WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). adults 19+ = 36%+40% = 76% (~430). Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Hemgenix,HemB_adult,"hemophilia B, all ages and severities (patients identified in national registries/reports to WFH)",Saudi Arabia,prevalent_eligible,,262,,people with hemophilia B (identified),2022,2023-10,Saudi Arabia 262 23% 37% 13% 26% 1% 0%,"WFH, Report on the Annual Global Survey 2022 (published October 2023), country tables: hemophilia A and B counts (p.42-44) and age distribution (p.51-56)",https://www1.wfh.org/publications/files/pdf-2399.pdf,verified-from-source,"Table columns: country, hemophilia B count, then % aged 0-4, 5-13, 14-18, 19-44, 45+, age not known (age table) or hemophilia A, hemophilia B, type unknown, VWD, other factor deficiencies (count table). adults 19+ = 26%+1% = 27% (~70). Severity split by country is not reported in AGS 2022 (only by GNI group). The US did not report hemophilia counts to AGS 2022 (inhibitor and emicizumab data only)."
Beqvez,HemB_adult,"US label: adults with moderate to severe hemophilia B on FIX prophylaxis or with life-threatening/repeated serious spontaneous bleeding, without neutralizing antibodies to AAVRh74var",US,label_indication,,,,,2024,2024-04-26,"the U.S. Food and Drug Administration (FDA) has approved BEQVEZ (fidanacogene elaparvovec-dzkt) for the treatment of adults with moderate to severe hemophilia B who currently use factor IX (FIX) prophylaxis therapy, or have current or historical life-threatening hemorrhage, or have repeated, serious spontaneous bleeding episodes, and do not have neutralizing antibodies to adeno-associated virus serotype Rh74var (AAVRh74var) capsid as detected by an FDA-approved test.","Pfizer press release, U.S. FDA Approves Pfizer's BEQVEZ (fidanacogene elaparvovec-dzkt) (2024-04-26), PDF",https://s206.q4cdn.com/795948973/files/doc_news/U.S.-FDA-Approves-Pfizers-BEQVEZ-fidanacogene-elaparvovec-dzkt-a-One-Time-Gene-Therapy-for-Adults-with-Hemophilia-B-2024.pdf,verified-from-source,Ligatures (fi) lost in PDF text extraction were restored. Pfizer announced discontinuation of Beqvez in February 2025 citing limited interest; trade press reported no patients treated commercially. Phase 3 defined moderately severe to severe as FIX activity 2% or less.
Beqvez,HemB_adult,"adult severe hemophilia B without inhibitors (ICER figure for etranacogene, applied by analogy)",US,gatekeeper_eligible,,860,,patients,2022,2022-12-22,approximately 860 adult severe hemophilia B patients without inhibitors would be eligible for treatment with etranacogene dezaparvovec,"ICER, Gene Therapy for Hemophilia B and An Update on Gene Therapy for Hemophilia A: Effectiveness and Value, Final Evidence Report (posted 2022-12-22, unmasked 2024-07-26)",https://icer.org/wp-content/uploads/2022/05/ICER_Hemophilia_Final_Report_12222022.pdf,verified-from-source,ICER did not review Beqvez; the population (adult severe HemB without inhibitors) is the core of the Beqvez label. Beqvez label also covers moderate HemB (larger pool) but excludes AAVRh74var-seropositive patients (smaller pool; share not found).
Beqvez,HemB_adult,"hemophilia B, all severities",Global,prevalent_eligible,38000,,,people living with hemophilia B (WFH-identified),2024,2024-04-26,"According to the World Federation of Hemophilia, more than 38,000 people worldwide are living with hemophilia B.11","Pfizer press release, U.S. FDA Approves Pfizer's BEQVEZ (fidanacogene elaparvovec-dzkt) (2024-04-26), PDF",https://s206.q4cdn.com/795948973/files/doc_news/U.S.-FDA-Approves-Pfizers-BEQVEZ-fidanacogene-elaparvovec-dzkt-a-One-Time-Gene-Therapy-for-Adults-with-Hemophilia-B-2024.pdf,verified-from-source,Lower bound.
Beqvez,HemB_adult,share excluded by neutralizing antibodies to AAVRh74var,US,seroprevalence,,,,percent,,2026-09-05,,Pfizer BENEGENE-2 screening data / published AAVRh74var seroprevalence,,not-found,No published AAVRh74var seroprevalence figure retrieved within budget (WebSearch quota exhausted). Pfizer press release does not state it.
Roctavian,HemA_severe,US label: adults with severe hemophilia A (FVIII <1 IU/dL) without antibodies to AAV5,US,label_indication,,,,,2023,2023-06-29,ROCTAVIAN (valoctocogene roxaparvovec-rvox) gene therapy indicated for the treatment of adults with severe hemophilia A (congenital factor VIII deficiency with factor VIII activity < 1 IU/dL) without antibodies to adeno-associated virus serotype 5 (AAV5) detected by an FDA-approved test.,"BioMarin press release via PR Newswire, U.S. FDA Approves BioMarin's ROCTAVIAN (2023-06-29)",https://www.prnewswire.com/news-releases/us-food-and-drug-administration-approves-biomarins-roctavian-valoctocogene-roxaparvovec-rvox-the-first-and-only-gene-therapy-for-adults-with-severe-hemophilia-a-301867403.html,verified-from-source,Trademark symbol dropped. BioMarin withdrew Roctavian from the market in 2026 (per project brief).
Roctavian,HemA_severe,"EU label: severe haemophilia A, adults without FVIII-inhibitor history and without detectable anti-AAV5 antibodies",EU,label_indication,,,,,2022,2023-03-16,ROCTAVIAN wird angewendet in der Behandlung von schwerer Haemophilie A (kongenitalem Faktor-VIII-Mangel) bei erwachsenen Patienten ohne Faktor-VIII-Inhibitoren in der Vorgeschichte und ohne nachweisbare Antikoerper gegen Adeno-assoziiertes Virus Serotyp 5 (AAV5).,"G-BA Beschluss Anlage XII Valoctocogen Roxaparvovec (schwere Haemophilie A), Beschluss vom 16. Maerz 2023, BAnz AT 25.04.2023 (geltende Fassung), section 2",https://www.g-ba.de/downloads/91-1385-877/2023-03-16_Geltende%20Fassung_Valoctocogen%20Roxaparvovec_D-876.pdf,verified-from-source,EU conditional authorisation 2022-08-24. Umlauts transliterated.
Roctavian,HemA_severe,adults with severe hemophilia A in the US (company statement),US,prevalent_eligible,,6500,,adults with severe hemophilia A,2023,2023-06-29,"approximately 6,500 adults living with severe hemophilia A in the U.S.","BioMarin press release via PR Newswire, U.S. FDA Approves BioMarin's ROCTAVIAN (2023-06-29)",https://www.prnewswire.com/news-releases/us-food-and-drug-administration-approves-biomarins-roctavian-valoctocogene-roxaparvovec-rvox-the-first-and-only-gene-therapy-for-adults-with-severe-hemophilia-a-301867403.html,verified-from-source,"Same release: 'Approximately 1 in 10,000 people have hemophilia A' and severe disease is 'approximately 50% of the hemophilia A population'."
Roctavian,HemA_severe,"adults eligible to receive Roctavian (company estimate after AAV5 antibodies, inhibitors, liver criteria)",US,company_addressable,,2500,,adults eligible,2023,2023-06-29,"approximately 2,500 of those adults to be eligible to receive ROCTAVIAN","BioMarin press release via PR Newswire, U.S. FDA Approves BioMarin's ROCTAVIAN (2023-06-29)",https://www.prnewswire.com/news-releases/us-food-and-drug-administration-approves-biomarins-roctavian-valoctocogene-roxaparvovec-rvox-the-first-and-only-gene-therapy-for-adults-with-severe-hemophilia-a-301867403.html,verified-from-source,"2,500 / 6,500 = 38% of adult severe HemA; consistent with ~27% AAV5 seropositivity (Klamroth US) plus inhibitor history and other exclusions."
Roctavian,HemA_severe,"adult severe hemophilia A without inhibitors, plus 11% for non-severe patients on prophylaxis (ICER budget-impact population)",US,gatekeeper_eligible,,5010,,patients,2022,2022-12-22,"Applying these sources results in an estimate of approximately 5,010 eligible patients in the US. For the purposes of this analysis, we will assume that 20% of these patients in PBIA 2 would initiate treatment in each of the five years, or approximately 1,002 patients per year.","ICER, Gene Therapy for Hemophilia B and An Update on Gene Therapy for Hemophilia A: Effectiveness and Value, Final Evidence Report (posted 2022-12-22, unmasked 2024-07-26), Appendix F (p.F1)",https://icer.org/wp-content/uploads/2022/05/ICER_Hemophilia_Final_Report_12222022.pdf,verified-from-source,"Derivation: US population ~342,000,000 x 49.5% male x CDC HTC-based age-adjusted prevalence of hemophilia A 0.012% x 52.8% adults x 48.2% severe (<1%) x 87.2% without inhibitors, then +11% for non-severe patients eligible for prophylaxis. No AAV5-seropositivity exclusion (label excludes ~27% in the US), so an upper bound of the label pool; BioMarin's 2,500 is the lower bound."
