product,indication_key,indication_label,geography,measure_type,value_low,value_point,value_high,unit,estimate_year,as_of_date,verbatim,source_doc,source_url,status,notes
Zolgensma,SMA_under2,incident SMA Type I patients eligible for Zolgensma each year,US,gatekeeper_eligible,,215,,patients per year,2019,2019-05-24,The distribution of type-specific birth prevalence indicates that approximately 58% of all SMA cases are Type I. Applying these estimates to the projected 2019 to 2023 US population resulted in an average of 215 new SMA Type I patients eligible to be treated with Zolgensma each year.,"ICER, Spinraza and Zolgensma for SMA: Final Evidence Report, section 7.2 (p.101)",https://icer.org/wp-content/uploads/2020/10/ICER_SMA_Final_Evidence_Report_052419.pdf,verified-from-source,"ICER budget-impact eligible population restricted to Type I (no evidence in presymptomatic/Type II-III at the time). 9.4 per 100,000 x US births x 58%."
Zolgensma,SMA_under2,all incident SMA patients (newborn-screening scenario),US,gatekeeper_eligible,,370,,patients per year,2019,2019-05-24,We estimated this incident population size at approximately 370 patients per year.,"ICER, Spinraza and Zolgensma for SMA: Final Evidence Report, section 7.2 (p.102)",https://icer.org/wp-content/uploads/2020/10/ICER_SMA_Final_Evidence_Report_052419.pdf,verified-from-source,"Scenario where all incident SMA patients are identified by newborn screening (applied to Spinraza; ICER did not run Zolgensma in this scenario). 9.4 per 100,000 x US births, all types. Exec summary p.ES35: 'When treating the entire eligible population (approximately 370 patients annually)'."
Zolgensma,SMA_under2,SMA birth prevalence from US newborn screening 2018-2022,US,incidence_rate,,6.8,,cases per 100000 live births,2022,2024-07-15,"6 244 825 infants, of whom 425 had a confirmed SMA diagnosis ... approximately 1 in 14 694 (95% CI, 0.00006-0.00007)","Belter L, Taylor JL, Jorgensen E, et al. Newborn Screening and Birth Prevalence for Spinal Muscular Atrophy in the US. JAMA Pediatr. 2024;178(9):946-949",https://pmc.ncbi.nlm.nih.gov/articles/PMC11250364/,verified-from-source,"1 in 14,694 = 6.8 per 100,000 (my conversion). Data Jan 2018-Dec 2022. SMN2 copies among 240 confirmed: 5% 1 copy, 49% 2 copies, 33% 3 copies, 13% 4+ copies. Lower than the historic 1 in 10,000."
Zolgensma,SMA_under2,"all SMA infants born per year (label-eligible flow, all types)",US,annual_incident_eligible,244,,359,patients per year,2023,2026-09-04,,Derived from CDC 2023 births and Belter 2024 / historic incidence,https://www.cdc.gov/nchs/data/vsrr/vsrr035.pdf,derived,"Derived: 3,591,328 births (CDC provisional 2023) x 1/14,694 (Belter 2024) = 244; x 1/10,000 (Novartis, ICER) = 359. Middle value at 9.4/100,000 (ICER/Lally) = 338."
Zolgensma,SMA_under2,prevalent pool under 2 years at launch (all SMA types),US,prevalent_eligible,490,,1000,patients,2019,2026-09-04,,Derived from incident flow,https://www.novartis.com/news/media-releases/avexis-receives-fda-approval-zolgensma-first-and-only-gene-therapy-pediatric-patients-spinal-muscular-atrophy-sma,derived,"Derived upper bound: two birth cohorts (ages 0 to <2) x 244-500 incident per year = about 490-1,000, before subtracting Type I mortality, prior nusinersen use, anti-AAV9 antibodies (ICER: 6% AAV9-positive in PBAC table) and ventilator-dependent infants. Treat as a ceiling."
Zolgensma,SMA_under2,"all SMA, people living with SMA (all ages)",US,prevalent_eligible,,9000,,patients,2025,2025-11-24,"Approximately 9,000 people in the US live with SMA","Novartis press release, FDA approval of Itvisma, 24 Nov 2025",https://www.novartis.com/news/media-releases/novartis-receives-fda-approval-itvisma-only-gene-replacement-therapy-children-two-years-and-older-teens-and-adults-spinal-muscular-atrophy-sma,verified-from-source,All ages and all types; only the under-2 slice is Zolgensma-eligible. Recorded here for context; primary use is the Itvisma (2+) pool.
Zolgensma,SMA_under2,babies born with SMA per year,England,annual_incident_eligible,,65,,patients per year,2021,2021-07-07,"It is estimated that approximately 1 in 10,000 people are born with SMA, suggesting that about 65 people are born with SMA per year in England.","NICE HST15, Onasemnogene abeparvovec for treating spinal muscular atrophy (published 7 Jul 2021), as quoted in WebSearch snippet",https://www.nice.org.uk/guidance/hst15,provisional-from-snippet,"nice.org.uk returned HTTP 403 on every attempt (guidance page, PDF, chapters); web.archive.org is blocked. Sentence taken from the search-engine snippet of the NICE guidance. NICE recommendation (snippet): 5q SMA with bi-allelic SMN1 mutation and clinical diagnosis of type 1 in babies, and presymptomatic 5q SMA with up to 3 SMN2 copies; excludes permanent ventilation."
Zolgensma,SMA_under2,share of infants born with SMA expected to be eligible/benefit under NICE HST15,UK,annual_incident_eligible,65,,80,percent of SMA births per year,2021,2021,Approximately 65-80 of 100 infants born in the UK with the disease each year are expected to benefit from this treatment.,"Editorial, Gene therapy for spinal muscular atrophy: the benefit-cost profile. eClinicalMedicine 2021 (PMC8343260)",https://pmc.ncbi.nlm.nih.gov/articles/PMC8343260/,verified-from-source,Editorial states 'With 1 in 10 000 babies affected by spinal muscular atrophy' and that NICE guidance was published 7 July 2021. Its description of the ventilation criterion is garbled and is not used here.
Zolgensma,SMA_under2,infants eligible per year under NICE HST15 criteria,England,annual_incident_eligible,37,,52,patients per year,2023,2026-09-04,,"Derived from ONS 2023 births, NICE-cited incidence and eClinicalMedicine eligibility share",https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/2023,derived,"Derived: 563,561 England births (ONS 2023) x 1/10,000 = 56 SMA births (NICE cites about 65); x 65%-80% eligible (eClinicalMedicine 2021) = 56x0.65 = 37 to 65x0.80 = 52."
Zolgensma,SMA_under2,"GKV target population, groups a-c: 5q-SMA Typ 1; Typ 2 with up to 3 SMN2 copies; Typ 3 with up to 3 SMN2 copies",Germany,gatekeeper_eligible,45,,65,patients (GKV) per year,2021,2021-11-04,a) Patientinnen und Patienten mit 5q-SMA Typ 1 b) Patientinnen und Patienten mit 5q-SMA Typ 2 und bis zu 3 Kopien des SMN 2 Gens c) Patientinnen und Patienten mit 5q-SMA Typ 3 und bis zu 3 Kopien des SMN 2 Gens ca. 45 bis 65 Patientinnen und Patienten,"G-BA Beschluss AM-RL Anlage XII Onasemnogen-Abeparvovec (Ueberschreitung 50 Mio. EUR Grenze), 4 Nov 2021 (BAnz AT 07.12.2021 B3), section 2",https://www.g-ba.de/downloads/39-261-5111/2021-11-04_AM-RL-XII_Onasemnogen-Abeparvovec_D-679.pdf,verified-from-source,"Single range printed after groups a, b and c (read as combined). Tragende Gruende p.14: figures are the manufacturer's, counted incident patients only (no prevalent), operationalised as SMA type 1 and 2, and 'In der Gesamtschau stellt die angegebene Spanne eine Unterschaetzung dar' (underestimate)."
Zolgensma,SMA_under2,"GKV target population, group d: presymptomatic 5q-SMA with up to 3 SMN2 copies",Germany,gatekeeper_eligible,,,,patients (GKV) per year,2021,2021-11-04,d) praesymptomatische Patientinnen und Patienten mit 5q-SMA und bis zu 3 Kopien des SMN 2 Gens keine Angabe moeglich,"G-BA Beschluss Onasemnogen-Abeparvovec, 4 Nov 2021, section 2; Tragende Gruende p.14",https://www.g-ba.de/downloads/40-268-8006/2021-11-04_AM-RL-XII_Onasemnogen-Abeparvovec_D-679_TrG.pdf,not-found,G-BA declined to state a number: 'Eine verlaessliche Angabe zur Anzahl der GKV-Patienten fuer die Gruppe der praesymptomatischen Patientinnen und Patienten mit 5q-SMA ist derzeit nicht moeglich' because SMA newborn screening was introduced in Germany in 2021 and presymptomatic diagnoses were expected to rise.
Zolgensma,SMA_under2,SMA incidence in newborns,Germany,incidence_rate,9.1,,16.7,cases per 100000 newborns,2021,2021-11-04,Auf Basis einer Inzidenz zwischen 1:6.000 bis 1:11.000 in Neugeborenen koennte bezogen auf die Gesamtpopulation an SMA Patientinnen und Patienten in Deutschland ein Anhaltspunkt fuer die Anzahl der praesymptomatischen Patientinnen und Patienten abgeleitet werden.,"G-BA Tragende Gruende zum Beschluss Onasemnogen-Abeparvovec, 4 Nov 2021, p.14 (citing Kinder-Richtlinie SMA newborn screening decision 17 Dec 2020)",https://www.g-ba.de/downloads/40-268-8006/2021-11-04_AM-RL-XII_Onasemnogen-Abeparvovec_D-679_TrG.pdf,verified-from-source,"1:11,000 = 9.1 and 1:6,000 = 16.7 per 100,000 (my conversion). Population base: newborns. German births not retrieved, so no derived count."
Zolgensma,SMA_under2,population cible (HAS),France,gatekeeper_eligible,,,,patients per year,2021,2021-09-08,,"HAS Commission de la Transparence, avis ZOLGENSMA CT-19301 (8 Sep 2021) and avis economique (15 Dec 2020)",https://www.has-sante.fr/upload/docs/application/pdf/2022-03/zolgensma_08092021_avis_ct19301.pdf,not-found,"HAS server aborted the stream on 6 attempts (PDF and jcms pages). Search snippet of the HAS economic opinion: target-population calculation 'is based on American data for SMA incidence, which is lower than available French data, generating a probable underestimation'. Number not captured. Indication per snippet: 5q SMA with clinical diagnosis of type 1 or 2, or presymptomatic with up to 3 SMN2 copies."
Zolgensma,SMA_under2,"all SMA infants born per year (label-eligible flow, all types)",EU,annual_incident_eligible,242,,355,patients per year,2024,2026-09-04,,Derived from Eurostat 2024 births and incidence range,https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Fertility_statistics,derived,"Derived: 3,550,000 EU births (Eurostat 2024) x 1/14,694 (Belter 2024) = 242; x 1/10,000 = 355. Using G-BA's 1:6,000 upper incidence would give 592."
Zolgensma,SMA_under2,CDEC reimbursement criteria,Canada,label_indication,,,,,2021,2021-03-26,180 days of age or younger; one to three copies of the SMN2 gene; not currently requiring permanent feeding or ventilatory support (either invasive or non-invasive); Genetic documentation of 5q SMA with biallelic mutations in the SMN1 gene,"CADTH Canadian Drug Expert Committee Final Recommendation, onasemnogene abeparvovec (Zolgensma), 26 Mar 2021 (NCBI Bookshelf NBK584044)",https://www.ncbi.nlm.nih.gov/books/NBK584044/,verified-from-source,CDEC recommendation contains no patient-count; the CADTH pharmacoeconomic report (with budget-impact patient numbers) was not retrieved (cda-amc.ca returned 403; search budget exhausted).
Zolgensma,SMA_under2,eligible patients per year (CADTH budget impact),Canada,gatekeeper_eligible,,,,patients per year,2021,2021-03-26,,"CADTH Pharmacoeconomic Review Report, onasemnogene abeparvovec (2021)",,not-found,Not retrieved. See CDEC row for criteria.
Zolgensma,SMA_under2,"presymptomatic SMA, <9 months, 3 SMN2 copies: incident patients eligible to initiate treatment",Australia,gatekeeper_eligible,12,,13,patients per year,2023,2022-11,"Eligible population Incident patients born from 2023 Yr 1: 12 Yr 2: 13 Yr 3: 13 Yr 4: 13 Yr 5: 13 Yr 6: 13 [corrected] Yr 1: 13 Yr 2: 13 ... Applying the following to the estimated ABS population aged 0 in 2023-2029: - 1 in 10,000 diagnosed with SMA (SMA Australia), - 100% identified with NBS, - 38.1% 3 copies of SMN2 identified with NBS (Feldkotetter 2002), - 94% AAV9 eligible (6% AAV9+ve in ONA trials).","PBAC Public Summary Document, onasemnogene abeparvovec, November 2022 PBAC meeting, section 6 Table 15",https://www.pbs.gov.au/industry/pbac/psd/2022/11/onasemnogene-abebarvovec-psd-11-2022.pdf?variant=3,verified-from-source,"This submission covered only the presymptomatic 3-SMN2-copy extension; symptomatic Type I and 1-2 copy patients were listed earlier (2021) and are not counted here. Total patients eligible to initiate: Yr1 13, Yr2-6 12. Uptake assumed 90%. as_of_date is the meeting month (PSD publication date not captured). Implied all-SMA births = 13/(0.381x0.94) = about 36 per year."
Zolgensma,SMA_under2,all SMA infants born per year,Australia,annual_incident_eligible,,29,,patients per year,2023,2026-09-04,,Derived from ABS births and PBAC-cited incidence,https://www.abs.gov.au/statistics/people/population/births-australia/latest-release,derived,"Derived: 286,998 births (ABS, 2023 derived) x 1/10,000 (SMA Australia figure cited by PBAC) = 29."
Zolgensma,SMA_under2,eligible patients per year,Japan,gatekeeper_eligible,,,,patients per year,,,,,,not-found,Not searched: WebSearch budget was exhausted before Japan (Chuikyo forecast patient numbers) could be queried.
Zolgensma,SMA_under2,eligible patients per year,Italy,gatekeeper_eligible,,,,patients per year,,,,,,not-found,No Italian (AIFA) figure retrieved; derive from EU incidence rows once ISTAT births are added.
Zolgensma,SMA_under2,eligible patients per year,Spain,gatekeeper_eligible,,,,patients per year,,,,,,not-found,No Spanish figure retrieved; derive from EU incidence rows once INE births are added.
Itvisma,SMA_2plus,SMA in adult and pediatric patients 2 years of age and older with confirmed mutation in SMN1 gene (intrathecal onasemnogene abeparvovec-brve),US,label_indication,,,,,2025,2025-11-24,"children two years and older, teens and adults living with spinal muscular atrophy (SMA) with a confirmed mutation in the survival motor neuron 1 (SMN1) gene","Novartis press release, FDA approval of Itvisma, 24 Nov 2025",https://www.novartis.com/news/media-releases/novartis-receives-fda-approval-itvisma-only-gene-replacement-therapy-children-two-years-and-older-teens-and-adults-spinal-muscular-atrophy-sma,verified-from-source,"FDA approved 24 Nov 2025; US availability December 2025. Drugs.com approval history (search snippet) words the label as 'adult and pediatric patients 2 years of age and older with confirmed mutation in SMN1 gene'; fixed dose, one-time intrathecal injection. No upper age limit, no SMA-type or SMN2 restriction in the label scope found."
Itvisma,SMA_2plus,"people living with SMA, all ages (ceiling for the 2+ pool)",US,company_addressable,,9000,,patients,2025,2025-11-24,"Approximately 9,000 people in the US live with SMA","Novartis press release, FDA approval of Itvisma, 24 Nov 2025",https://www.novartis.com/news/media-releases/novartis-receives-fda-approval-itvisma-only-gene-replacement-therapy-children-two-years-and-older-teens-and-adults-spinal-muscular-atrophy-sma,verified-from-source,"Prevalent all-age pool; the 2+ label pool is this minus children under 2 (roughly 490-1,000 per Zolgensma derived row) and minus any patients previously treated with IV Zolgensma (excluded from STEER/STRENGTH trials; label exclusion not verified). Novartis gave no explicit Itvisma-eligible count in the release."
Itvisma,SMA_2plus,prevalent patients aged 2 and older,US,prevalent_eligible,8000,,8500,patients,2025,2026-09-04,,"Derived from Novartis 9,000 and under-2 pool",https://www.novartis.com/news/media-releases/novartis-receives-fda-approval-itvisma-only-gene-replacement-therapy-children-two-years-and-older-teens-and-adults-spinal-muscular-atrophy-sma,derived,"Derived: 9,000 (Novartis) minus 490-1,000 under-2 (derived above) = about 8,000-8,500 aged 2+. Ceiling: does not net out prior Zolgensma recipients (>4,000 treated globally by 2025 per Novartis, not verified here) or patients unwilling to switch from nusinersen/risdiplam."
Itvisma,SMA_2plus,annual cohort ageing into the 2+ pool (children turning 2 with SMA),US,annual_incident_eligible,244,,359,patients per year,2023,2026-09-04,,Derived from US SMA birth prevalence,https://www.cdc.gov/nchs/data/vsrr/vsrr035.pdf,derived,"Derived: same as Zolgensma incident flow (3,591,328 x 1/14,694 to 1/10,000). Ceiling: most children born after 2019 in screening states will already have received Zolgensma IV before age 2."
Itvisma,SMA_2plus,eligible patients,England,gatekeeper_eligible,,,,patients,,,,,,not-found,No EU/UK marketing authorisation or HTA appraisal for intrathecal onasemnogene abeparvovec located as of this retrieval (no search budget to confirm EMA status).
Itvisma,SMA_2plus,eligible patients,Germany,gatekeeper_eligible,,,,patients,,,,,,not-found,See England row.
Itvisma,SMA_2plus,eligible patients,France,gatekeeper_eligible,,,,patients,,,,,,not-found,See England row.
Elevidys,DMD_4to5_amb,ambulatory patients aged 4 through 5 years with DMD with a confirmed mutation in the DMD gene,US,label_indication,,,,,2023,2023-06-21,ELEVIDYS is indicated for the treatment of ambulatory patients aged 4 through 5 years with Duchenne muscular dystrophy (DMD) with a confirmed mutation in the DMD gene. The indication is approved under the Accelerated Approval pathway,"FDA CBER Summary Basis for Regulatory Action, ELEVIDYS, 21 Jun 2023",https://www.fda.gov/media/169746/download,verified-from-source,"Initial (accelerated) label, approval 22 Jun 2023."
Elevidys,DMD_4plus,"DMD with confirmed DMD mutation, at least 4 years of age (ambulatory: traditional approval; non-ambulatory: accelerated approval)",US,label_indication,,,,,2024,2024-06-20,ELEVIDYS...was approved by the FDA in June 2024 for the treatment of ambulatory patients at least four years old with Duchenne with a confirmed mutation in the Duchenne gene. ELEVIDYS is also approved for non-ambulatory patients under the accelerated approval pathway.,"Sarepta Therapeutics Form 10-K for FY2024 (filed Feb 2025), Business section",https://www.sec.gov/Archives/edgar/data/873303/000095017025029973/srpt-20241231.htm,verified-from-source,Expanded label 20 Jun 2024 (Sarepta press release: 'individuals with Duchenne muscular dystrophy with a confirmed mutation in the DMD gene who are at least 4 years of age'). as_of_date is the expansion date; 10-K filing date approx. 2025-02.
Elevidys,DMD_4plus_amb_2025,ambulatory patients (age 4+) only; non-ambulatory shipments under voluntary hold after deaths,US,label_indication,,,,,2025,2025-07-28,"ambulatory patients who may now receive Elevidys ... non ambulatory patients, which remains subject to a voluntary hold","FDA press announcement, FDA Recommends Removal of Voluntary Hold for Elevidys for Ambulatory Patients, 28 Jul 2025",https://www.fda.gov/news-events/press-announcements/fda-recommends-removal-voluntary-hold-elevidys-ambulatory-patients,verified-from-source,"Sequence in 2025: FDA requested suspension of distribution after 3 deaths (Jul 2025, U_FDA hold release); ambulatory shipments resumed after 28 Jul 2025; non-ambulatory remained on hold. A later formal label revision (boxed warning / removal of non-ambulatory indication) was not verified here (Sarepta Q4-2025 release fetch timed out)."
Elevidys,DMD_4plus,DMD incidence among boys,US,incidence_rate,,30.3,,cases per 100000 male births,2023,2023-06-21,"DMD affects about 1 in 3,300 boys.","FDA CBER Summary Basis for Regulatory Action, ELEVIDYS, 21 Jun 2023, p.4",https://www.fda.gov/media/169746/download,verified-from-source,"1 in 3,300 = 30.3 per 100,000 (my conversion). Population base: male births. Higher than the Crisafulli pooled estimate."
Elevidys,DMD_4plus,DMD birth prevalence (global pooled),Global,incidence_rate,16.6,19.8,23.6,cases per 100000 live male births,2019,2020,"19.8 cases (95% CI:16.6-23.6) per 100,000 live male births","Crisafulli S, Sultana J, Fontana A, et al. Global epidemiology of Duchenne muscular dystrophy: an updated systematic review and meta-analysis. Orphanet J Rare Dis 2020;15:141",https://pmc.ncbi.nlm.nih.gov/articles/PMC7275323/,verified-from-source,"Population base: live male births. Same paper: pooled prevalence 7.1 (5.0-10.1) per 100,000 males and 2.8 (1.6-4.6) per 100,000 general population."
Elevidys,DMD_4plus,DMD prevalence among males (global pooled),Global,prevalence_rate,5.0,7.1,10.1,cases per 100000 males,2019,2020,"7.1 cases (95% CI: 5.0-10.1) per 100,000 males","Crisafulli et al. 2020, Orphanet J Rare Dis 15:141",https://pmc.ncbi.nlm.nih.gov/articles/PMC7275323/,verified-from-source,Population base: males of all ages. Multiply by a sourced US male population to get the prevalent DMD pool (US population not fetched here; not derived).
Elevidys,DMD_4plus,"DMD prevalence, general population (global pooled)",Global,prevalence_rate,1.6,2.8,4.6,cases per 100000 population,2019,2020,"2.8 cases (95% CI: 1.6-4.6) per 100,000 in the general population","Crisafulli et al. 2020, Orphanet J Rare Dis 15:141",https://pmc.ncbi.nlm.nih.gov/articles/PMC7275323/,verified-from-source,Population base: total population.
Elevidys,DMD_4plus,"boys born with DMD per year (annual flow into the 4+ pool, all ambulatory at entry)",US,annual_incident_eligible,364,,557,patients per year,2023,2026-09-04,,"Derived from CDC 2023 births, Crisafulli 2020 and FDA SBRA incidence",https://www.cdc.gov/nchs/data/vsrr/vsrr035.pdf,derived,"Derived: 3,591,328 births x 0.512 male share (assumption: sex ratio at birth about 1.05; not separately sourced) = 1,838,760 male births; x 19.8/100,000 = 364; x 1/3,300 = 557. Crisafulli 95% CI gives 305-434."
Elevidys,DMD_4to5_amb,prevalent boys aged 4-5 with DMD (2023 label pool at launch),US,prevalent_eligible,728,,1114,patients,2023,2026-09-04,,Derived from annual DMD births,https://www.cdc.gov/nchs/data/vsrr/vsrr035.pdf,derived,"Derived: two single-year age cohorts (4 and 5) x 364-557 per cohort = 728-1,114. Ceiling: assumes every case is diagnosed by age 4 (mean diagnosis age in the US is about 4-5 years, so the diagnosed pool is smaller) and all are ambulatory (nearly all are at 4-5). Anti-AAVrh74 antibody exclusion not applied."
Elevidys,DMD_4plus,US Duchenne patients eligible/addressable for ELEVIDYS (company),US,company_addressable,,,,patients,2024,2025-02,,Sarepta Therapeutics Form 10-K FY2024; Sarepta Q2-2024 coverage (BioPharma Dive 8 Aug 2024),https://www.sec.gov/Archives/edgar/data/873303/000095017025029973/srpt-20241231.htm,not-found,"Neither the FY2024 10-K nor Q2-2024 earnings coverage states a count of US patients eligible for ELEVIDYS; the 10-K quantifies only exon-skipping shares (13% exon 51, 8% exon 53, 8% exon 45). Sarepta investor-day slides were not retrieved."
Elevidys,DMD_4plus_amb_2025,share of addressable ambulatory Duchenne population untreated,US,company_addressable,,80,,percent of addressable ambulatory population untreated,2025,,"About 80 percent of the addressable ambulatory Duchenne population remains untreated with Elevidys, according to CEO statements.","Precision Medicine Online, Sarepta CEO signals intent to expand Elevidys to younger Duchenne patients at JPM (Jan 2025), via WebSearch snippet",https://www.precisionmedicineonline.com/business-news/sarepta-ceo-signals-intent-expand-elevidys-younger-duchenne-patients-jpm,provisional-from-snippet,"Snippet only; article not fetched; exact date not captured (JPM conference, January 2025). Implies about 20% penetration of the ambulatory addressable pool at that date."
Elevidys,DMD_4plus,ICER assessment of delandistrogene moxeparvovec (eligible US population),US,gatekeeper_eligible,,,,patients per year,,,,ICER assessment index (Duchenne muscular dystrophy 2019),https://icer.org/assessment/duchenne-muscular-dystrophy-2019/,not-found,"No ICER 2023 report on Elevidys exists; ICER's only DMD assessment is the 2019 review of deflazacort, eteplirsen and golodirsen (not fetched). A 2023 cost-effectiveness paper (JMAHP, PMC10228300) exists but the PMC page returned a reCAPTCHA wall."
Elevidys,DMD_4plus,eligible patients,England,gatekeeper_eligible,,,,patients,,,,,,not-found,No NICE appraisal located; Elevidys has no EU/UK marketing authorisation as far as could be established without search budget (CHMP negative opinion 2024 known from memory; not verified here).
Elevidys,DMD_4plus,eligible patients,Germany,gatekeeper_eligible,,,,patients,,,,,,not-found,No G-BA procedure located (see England row).
