product,indication_key,indication_label,geography,measure_type,value_low,value_point,value_high,unit,estimate_year,as_of_date,verbatim,source_doc,source_url,status,notes
Kymriah,FL_3L,Erwachsene mit rezidiviertem oder refraktärem follikulärem Lymphom (FL) nach zwei oder mehr Linien einer systemischen Therapie,Germany,gatekeeper_eligible,650,,690,"patients per year (GKV-insured target population, Germany)",2022,2022-12-01,ca. 650 – 690 Patientinnen und Patienten,"G-BA Beschluss, Tisagenlecleucel (neues Anwendungsgebiet: follikuläres Lymphom, vorbehandelte Patienten), D-831, Beschluss vom 1. Dezember 2022",https://www.g-ba.de/downloads/91-1385-840/2022-12-01_Geltende-Fassung_Tisagenlecleucel_D-831.pdf,verified-from-source,Geltende Fassung of the Beschluss (valid to 1 Sep 2028). No US or England eligible count for Kymriah in FL was found.
Yescarta,LBCL_3L,Adult r/r DLBCL (incl. transplant-ineligible and post-ASCT relapse) after 2 or more lines of systemic therapy,US,gatekeeper_eligible,,5902,,patients per year,2016,2018-03-23,"In total, the annual eligible population for axicabtagene ciloleucel was estimated to be 5,902 patients.","ICER, Chimeric Antigen Receptor T-Cell Therapy for B-Cell Cancers: Effectiveness and Value, Final Evidence Report, 23 March 2018",https://icer.org/wp-content/uploads/2020/10/ICER_CAR_T_Final_Evidence_Report_032318.pdf,verified-from-source,"Derivation p.66: DLBCL incidence 27,650 (2016, Teras et al.); 35% r/r = 9,678; 50% transplant-ineligible (4,839) of which 49% (2,371) failed salvage and eligible; transplant-eligible 4,839: 2,371 (49%) failed salvage plus 1,160 (47% of ASCT recipients not cured). ICER adds: 'we have not taken into consideration the current annual axicabtagene ciloleucel manufacturing capacity of 4,000 to 5,000 treatments per year.'"
Yescarta,LBCL_3L,"DLBCL, US, all patients (denominator used by ICER)",US,incidence_rate,,27650,,"new cases per year (count, not rate)",2016,2018-03-23,"we first identified the incidence of DLBCL (27,650 patients in 2016) as reported in a 2016 observational study by Teras et al.","ICER, Chimeric Antigen Receptor T-Cell Therapy for B-Cell Cancers: Effectiveness and Value, Final Evidence Report, 23 March 2018",https://icer.org/wp-content/uploads/2020/10/ICER_CAR_T_Final_Evidence_Report_032318.pdf,verified-from-source,"Count not rate. ICER: 'We assumed that 35% of all DLBCL patients relapsed or were refractory to chemotherapy' giving 9,678 r/r DLBCL per year."
Yescarta,LBCL_3L,"r/r DLBCL after first-line and salvage (US, all r/r DLBCL before fitness filters)",US,annual_incident_eligible,,9678,,patients per year,2016,2018-03-23,"Based on a review by Freidberg, 50% of the 9,678 relapsed/refractory DLBCL patients were transplant ineligible, of which 49% (2,371 patients) did not respond to salvage chemotherapy and were eligible for treatment with axicabtagene ciloleucel.","ICER, Chimeric Antigen Receptor T-Cell Therapy for B-Cell Cancers: Effectiveness and Value, Final Evidence Report, 23 March 2018",https://icer.org/wp-content/uploads/2020/10/ICER_CAR_T_Final_Evidence_Report_032318.pdf,verified-from-source,"Intermediate ICER figure (35% of 27,650). Upper bound for any 2L+ CAR-T-eligible estimate in the US."
Yescarta,LBCL_3L,"3L+ DLBCL patients in SEER-Medicare (aged 65+, fee-for-service Medicare), 2017-2020",US,annual_incident_eligible,,560,,patients per year (Medicare SEER areas only),2019,2025,"Between 2017 and 2020, 2241 patients were treated for 3L+ DLBCL in the SEER-Medicare data, of whom 122 (5.4%) received CAR-Ts.","Blood Advances 2025, 'Inequalities in CAR T-cell therapy access for US patients with relapsed/refractory DLBCL: a SEER-Medicare data analysis' (PMC12466227)",https://pmc.ncbi.nlm.nih.gov/articles/PMC12466227/,derived,"Arithmetic: 2,241 / 4 years = 560 per year, restricted to SEER-Medicare coverage (about a third of the US population, aged 65+). The fetch summary also paraphrased 'approximately 987 Medicare patients annually receive third-line or later therapy ... 6.3% of the roughly 15,673 total DLBCL cases'; those two numbers were not read verbatim and may belong to PMC12804711 (US claims study) instead."
Yescarta,LBCL_3L,"Adult r/r DLBCL, US claims-based incidence and share reaching 3L",US,incidence_rate,,15673,,"new cases per year (count, not rate)",2020,2025,"The incidence of DLBCL in the United States is 4.68 DLBCL cases per 100,000 person-years, resulting in 15,673 DLBCL cases per year ... Of the annual DLBCL cases, 987 (6.3%) received 3L therapy.",Search-result snippet attributed to 'Real-world treatment patterns and clinical outcomes among patients with diffuse large B-cell lymphoma in a US healthcare claims database' (PMC12804711) or PMC12466227,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12804711/,provisional-from-snippet,"Snippet only; article not fetched. Implies 987 patients per year reach 3L on this base (4.68 per 100,000 x US population). A second snippet in the same search stated 'approximately 22,000 new diagnoses of DLBCL in the United States each year'."
Yescarta,LBCL_3L,"Diffuse large B-cell lymphoma and PMBCL after 2 or more systemic therapies (NICE TA872, routine commissioning)",England,gatekeeper_eligible,,,,patients per year,2023,2023-02-28,NICE has produced a resource impact template that incorporates the following technology appraisal guidance for diffuse large B-cell lymphoma after 2 or more systemic treatments,NICE TA872 resource impact template page (last updated 11 March 2024),https://www.nice.org.uk/guidance/ta872/resources/resource-impact-template-13309658173,not-found,"Page (retrieved by curl) only points to a combined Excel template covering TA872, TA927, TA947 and TA954; no eligible count is stated on the page. TA559 (Jan 2019, CDF) resources page lists no resource impact document either."
Yescarta,LBCL_3L,"Erwachsene mit rezidiviertem oder refraktärem (r/r) diffus großzelligem B-Zell-Lymphom (DLBCL) und primär mediastinalem großzelligem B-Zell-Lymphom (PMBCL) nach zwei oder mehr systemischen Therapien, die für eine CAR-T-Zelltherapie oder Stammzelltransplantation infrage kommen",Germany,gatekeeper_eligible,680,,1200,"patients per year (GKV-insured target population, Germany)",2023,2023-12-21,ca. 680 bis 1 200 Patientinnen und Patienten,"G-BA Zusammenfassende Dokumentation, Axicabtagen-Ciloleucel (Neubewertung eines Orphan Drugs nach Überschreitung der 30 Mio. Euro Grenze: DLBCL und PMBCL), D-953, Beschluss vom 21.12.2023 (published 20 March 2024)",https://www.g-ba.de/downloads/40-268-10307/2023-12-21_AM-RL-XII_Axicabtagen-Ciloleucel_D-953_ZD.pdf,verified-from-source,"Population explicitly restricted to patients fit for CAR-T or stem cell transplant, hence comparable to NICE-style eligibility."
Yescarta,LBCL_2L,"LBCL diagnosed per year, US, and share needing second-line treatment (Kite boilerplate)",US,incidence_rate,,18000,,"new cases per year (count, not rate)",2022,2022,"In the United States, more than 18,000 people are diagnosed with LBCL each year, and about 30-40% of patients with LBCL will need second-line treatment","Gilead/Kite press-release boilerplate on LBCL (search snippet; exact release not retrieved, Gilead newsroom URLs returned 404)",https://www.gilead.com/news/news-details/2024/new-kite-clinical-research-and-real-world-evidence-for-yescarta-demonstrate-benefit-from-earlier-lines-of-treatment,provisional-from-snippet,"Snippet only. Implied second-line need: 18,000 x 30-40% = 5,400-7,200 per year (see derived row). The 2L label is narrower (refractory to 1L or relapse within 12 months)."
Yescarta,LBCL_2L,"LBCL needing second-line treatment, US (all 2L, before the refractory/early-relapse restriction)",US,company_addressable,5400,,7200,patients per year,2022,2022,,Derived from the Kite boilerplate above,https://www.gilead.com/news/news-details/2024/new-kite-clinical-research-and-real-world-evidence-for-yescarta-demonstrate-benefit-from-earlier-lines-of-treatment,derived,"Arithmetic: 18,000 x 0.30 = 5,400; 18,000 x 0.40 = 7,200. Upper bound for the ZUMA-7 label population, which excludes relapses after 12 months and transplant-unfit patients."
Yescarta,LBCL_2L,LBCL diagnosed in Europe in 2020 and share needing second-line treatment,EU,incidence_rate,,38000,,"new cases per year (count, not rate)",2020,2022-10-17,"In Europe it is estimated that up to 38,000 new cases of LBCL were diagnosed in 2020.","Gilead press release, 'Kite's Yescarta First CAR T-cell Therapy to Receive European Marketing Authorization for Use in Second-Line DLBCL and HGBL' (17 Oct 2022)",https://www.gilead.com/news/news-details/2022/kites-yescarta-first-car-t-cell-therapy-to-receive-european-marketing-authorization-for-use-in-second-line-diffuse-large-b-cell-lymphoma-and-high-grade-b-cell-lymphoma,verified-from-source,"Same release: 'Although 60% of newly diagnosed LBCL patients, including those with DLBCL, will respond to their initial treatment, 40% will relapse or will not respond and need second-line treatment.' 'Up to' 38,000 is an upper bound."
Yescarta,LBCL_2L,"LBCL needing second-line treatment, Europe (all 2L)",EU,company_addressable,,15200,,patients per year,2020,2022-10-17,,Derived from the Gilead 17 Oct 2022 release,https://www.gilead.com/news/news-details/2022/kites-yescarta-first-car-t-cell-therapy-to-receive-european-marketing-authorization-for-use-in-second-line-diffuse-large-b-cell-lymphoma-and-high-grade-b-cell-lymphoma,derived,"Arithmetic: 38,000 x 40% = 15,200 per year (upper bound; 'up to 38,000')."
Yescarta,LBCL_2L,Relapsed or refractory diffuse large B-cell lymphoma after first-line chemoimmunotherapy (refractory or relapse within 12 months; NICE TA895),England,gatekeeper_eligible,,540,,patients per year,2023,2023-06-07,It is estimated that around 540 people per year with diffuse large B‑cell lymphoma are eligible for treatment with axicabtagene ciloleucel,NICE technology appraisal TA895 resource impact statement/summary report,https://www.nice.org.uk/guidance/ta895/resources/resource-impact-statement-13069465309,verified-from-source,"Page dated 7 June 2023, retrieved by curl. Same page: 'estimated to have a significant capacity impact when compared to non-CAR T-cell therapy treatment options'."
Yescarta,LBCL_2L,"DLBCL returned within a year or refractory to at least one therapy (NICE recommendation, April 2023)",England,gatekeeper_eligible,500,,,patients per year,2023,2023-04-27,"More than 500 patients with diffuse large B-cell lymphoma, whose cancer has either returned after a year or has resisted at least one therapy already, will be eligible for axicabtagene ciloleucel in England each year","National Health Executive, 'NHS to expand blood cancer treatment offering following NICE approval of two new CAR-T therapies' (27 April 2023)",https://www.nationalhealthexecutive.com/articles/nhs-expand-blood-cancer-treatment-offering-following-nice-approval-two-new-car-t-therapies,provisional-from-snippet,Secondary reporting of the NICE estimate (lower bound 'more than 500'); consistent with the 540 in the TA895 resource impact statement.
Yescarta,LBCL_2L,"Erwachsene mit DLBCL oder HGBL, das innerhalb von 12 Monaten nach Abschluss einer Erstlinien-Chemoimmuntherapie rezidiviert oder gegenüber dieser refraktär ist, und für die eine Hochdosistherapie infrage kommt",Germany,gatekeeper_eligible,908,,1394,"patients per year (GKV-insured target population, Germany)",2024,2024-09-24,Tabelle 2: Anzahl der Patientinnen und Patienten in der GKV-Zielpopulation ... 908–1394 Die Angaben des pU zur Anzahl der Patientinnen und Patienten in der GKV-Zielpopulation sind unsicher.,"IQWiG Dossierbewertung A24-71, Axicabtagen-Ciloleucel (DLBCL und HGBL, Zweitlinie), Nutzenbewertung nach Ablauf der Befristung, 24 Sep 2024 (IQWiG-Berichte Nr. 1858)",https://www.g-ba.de/downloads/92-975-7748/2024-07-01_Nutzenbewertung-IQWiG_Axicabtagen-Ciloleucel_D-1078.pdf,verified-from-source,"Company (pU) figure, restricted to patients eligible for high-dose therapy with curative intent; IQWiG judges it uncertain. Steps: r/r after 1L 2838-4257 (30-45%); alive at 2 years 2293-3521; r/r within 12 months 1720-2640 (75%); fit for HDT 1040-1597 (60.5%); GKV share gives 908-1394. The earlier G-BA Beschluss for this indication (2023) was not retrieved."
Yescarta,LBCL_2L,"r/r DLBCL or HGBL within 12 months of first-line, Germany, before high-dose-therapy fitness filter",Germany,annual_incident_eligible,1720,,2640,"patients per year (Germany, all insured)",2024,2024-09-24,Unter Annahme dieses Anteilswerts ermittelt der pU eine Spanne von 1720 bis 2640 Patientinnen und Patienten mit rezidivierter oder refraktärer Erkrankung innerhalb von 1 Jahr nach Abschluss der Erstlinientherapie.,IQWiG Dossierbewertung A24-71 (24 Sep 2024),https://www.g-ba.de/downloads/92-975-7748/2024-07-01_Nutzenbewertung-IQWiG_Axicabtagen-Ciloleucel_D-1078.pdf,verified-from-source,Intermediate step of the company derivation; useful as an upper bound for the 2L label population in Germany. 'Daraus resultiert eine Spanne von 2838 bis 4257 Patientinnen und Patienten mit einem Rezidiv oder refraktärer Erkrankung nach einer Erstlinientherapie.'
Yescarta,LBCL_2L,"DLBCL or HGBL refractory to first-line chemoimmunotherapy or relapsing within 12 months, candidates for ASCT (CADTH reimbursement review)",Canada,gatekeeper_eligible,,,,patients per year,2023,2023-02,"An estimated 11,400 people living in Canada will be diagnosed with NHL each year and 3,000 will die","CADTH Reimbursement Review, Axicabtagene Ciloleucel (Yescarta) for 2L LBCL, February 2023 (NCBI Bookshelf NBK601820)",https://www.ncbi.nlm.nih.gov/books/NBK601820/,not-found,"No explicit eligible count in the accessible review. Shares given: LBCL '30% to 40% of all cases' of NHL; '30% to 50% of patients are refractory to or relapse after first-line therapy'; 'Only about half of the patients with relapsed or refractory LBCL are fit enough for transplant'. CADTH market-share reanalysis 77.4%/87.6%/93.8% in years 1-3; budget impact CAD 103.1m, 117.5m, 127.1m."
Yescarta,LBCL_2L,"r/r LBCL after first line, transplant-fit, Canada (arithmetic on CADTH shares)",Canada,annual_incident_eligible,513,,1140,patients per year,2023,2023-02,,Derived from CADTH NBK601820 statements,https://www.ncbi.nlm.nih.gov/books/NBK601820/,derived,"Arithmetic: 11,400 NHL x 30-40% LBCL = 3,420-4,560; x 30-50% r/r after 1L = 1,026-2,280; x 50% transplant-fit = 513-1,140. Not restricted to relapse within 12 months, so an upper bound."
Yescarta,FL_3L,Relapsed or refractory follicular lymphoma after 3 or more systemic therapies (NICE TA894),England,gatekeeper_eligible,,,,patients per year,2023,2023-06,,NICE TA894 resources page,https://www.nice.org.uk/guidance/ta894/resources,not-found,Resources page (retrieved by curl) lists no resource impact document for TA894.
Yescarta,FL_3L,Erwachsene Patienten mit rezidiviertem oder refraktärem (r/r) follikulärem Lymphom (FL) nach drei oder mehr systemischen Therapien,Germany,gatekeeper_eligible,,,,"patients per year (GKV-insured target population, Germany)",2023,2023-12-21,Dem Beschluss werden die Angaben des pharmazeutischen Unternehmers zu den Patientenzahlen zugrunde gelegt. Diese Angaben des pharmazeutischen Unternehmers sind mit Unsicherheiten behaftet.,"G-BA Tragende Gründe, Axicabtagen-Ciloleucel (FL, Neubewertung Orphan > 30 Mio), D-889, Beschluss vom 21.12.2023",https://www.g-ba.de/downloads/40-268-10060/2023-12-21_AM-RL-XII_Axicabtagen-Ciloleucel_D-889_TrG.pdf,not-found,"The Tragende Gründe discuss the derivation (FL prevalence, line-of-therapy shares) but the count itself is printed in the Beschluss text (BAnz PDF), whose URL was not located before the search budget ran out."
Tecartus,MCL,"Adults with relapsed or refractory mantle cell lymphoma who have previously had a BTK inhibitor (NICE TA677, CDF)",England,gatekeeper_eligible,,110,,patients per year,2021,2021-02-24,It is estimated that around 110 adults per year with relapsed or refractory mantle cell lymphoma who have previously had a BTK inhibitor are eligible for treatment with KTE-X19 and around 100 will receive treatment from year 2 onwards once uptake reaches 90%.,NICE technology appraisal TA677 resource impact statement/summary report,https://www.nice.org.uk/guidance/ta677/resources/resource-impact-statement-9019539181,verified-from-source,"Page dated 24 February 2021, retrieved by curl."
Tecartus,MCL,"Erwachsene Patienten mit rezidiviertem oder refraktärem Mantelzell-Lymphom (MCL) nach zwei oder mehr systemischen Therapien, die einen Bruton-Tyrosinkinase-(BTK-)Inhibitor einschließen",Germany,gatekeeper_eligible,105,,150,"patients per year (GKV-insured target population, Germany)",2021,2021-08-05,ca. 105 – 150 Patienten,"G-BA Beschluss, Autologe Anti-CD19-transduzierte CD3-positive Zellen (Brexucabtagen-Autoleucel, MCL), D-633, Beschluss vom 5. August 2021",https://www.g-ba.de/downloads/39-261-4964/2021-08-05_AM-RL-XII_Autologe-Anti-CD19-transduzierte-CD3-positive-Zellen_D-633_BAnz.pdf,verified-from-source,Tragende Gründe (40-268-7740) note uncertainty about representativeness of the r/r MCL sample used by the company. G-BA restricted use to EMCL-Register centres because of the very small population.
Tecartus,MCL,"Mantle cell lymphoma, US, all new cases (denominator)",US,incidence_rate,3500,,3800,"new cases per year (count, not rate)",2020,2023,"as of 2020, the incidence per 1,000,000 was 10.83 for the general population, which translates to approximately 3,500-3,800 new cases annually in the U.S.","Search-result snippet, ASH 2023 abstract 'A Retrospective Analysis of the Trends in Mantle Cell Lymphomas in the United States' (Blood 142 Suppl 1: 6165)",https://ashpublications.org/blood/article/142/Supplement%201/6165/500835/A-Retrospective-Analysis-of-the-Trends-in-Mantle,provisional-from-snippet,Snippet only. No US estimate of the post-BTK-inhibitor r/r MCL population was found for Tecartus.
Tecartus,ALL_adult,"Relapsed or refractory B-cell acute lymphoblastic leukaemia in people 26 years and over (NICE TA893, CDF)",England,gatekeeper_eligible,,90,,patients per year,2023,2023-06-07,"It is estimated that around 90 people per year, with relapsed or refractory B‑cell acute lymphoblastic leukaemia who are 26 years and over are eligible for treatment with brexucabtagene autoleucel.",NICE technology appraisal TA893 resource impact statement/summary report,https://www.nice.org.uk/guidance/ta893/resources/resource-impact-statement-13069430317,verified-from-source,"Page dated 7 June 2023, retrieved by curl. England label age cut (26+) is narrower than the FDA label (18+)."
Tecartus,ALL_adult,"r/r B-cell ALL aged 26 and older (NHS England estimate, April 2023)",England,gatekeeper_eligible,,,75,patients per year,2023,2023-04-27,"brexucabtagene autoleucel has been made available for those aged 26 and older who have returning or untreatable B-cell acute lymphoblastic leukaemia, which NHS England believes could benefit up to 75 patients a year.",National Health Executive (27 April 2023),https://www.nationalhealthexecutive.com/articles/nhs-expand-blood-cancer-treatment-offering-following-nice-approval-two-new-car-t-therapies,provisional-from-snippet,Secondary reporting; 'up to 75' likely reflects expected treated rather than eligible.
Tecartus,ALL_adult,Erwachsene Patienten ab einem Alter von 26 Jahren mit rezidivierter oder refraktärer B-Zell-Vorläufer akuter lymphatischer Leukämie (ALL),Germany,gatekeeper_eligible,81,,200,"patients per year (GKV-insured target population, Germany)",2023,2023-03-16,ca. 81 – 200 Patientinnen und Patienten,"G-BA Zusammenfassende Dokumentation, Brexucabtagen-Autoleucel (ALL), D-875, Beschluss vom 16. März 2023 (published 15 Nov 2023)",https://www.g-ba.de/downloads/40-268-9952/2023-03-16_AM-RL-XII_Brexucabtagen-Autoleucel_D-875_ZD.pdf,verified-from-source,Based on IQWiG G22-34 and the inotuzumab ozogamicin decision (18 Jan 2018) whose range was '123 bis 200 Patientinnen und Patienten' for all adult r/r B-ALL; the 26+ restriction 'nur eine geringe Auswirkung auf die Patientenzahl hat'.
Tecartus,ALL_adult,"Adult ALL, US, all new cases (denominator; Tecartus US label is adults 18+)",US,incidence_rate,,6500,,"new cases per year (count, not rate)",2023,2025-03,"according to the American Cancer Society is predicted to affect approximately 6,500 adults in the United States in 2023.",Autolus Therapeutics plc Form 10-K for FY2024,https://www.sec.gov/Archives/edgar/data/1730463/000173046325000019/autl-20241231.htm,verified-from-source,Same filing: 'Approximately 50% of all adult ALL patients will relapse'. See Aucatzyl rows for the derived r/r count; the Tecartus and Aucatzyl US label populations are the same (adult r/r B-cell precursor ALL).
