product,record_type,as_of_date,region,value,unit,verbatim,source_doc,source_url,status,notes
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2023-10-24,worldwide (clinical trials + early access + commercial),3500,patients,"Established markets are treating mainly incident patients. Zolgensma is now approved in 51 countries with more than 3500 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q3 2023 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036823000068/a231024-99_2.htm,verified-from-source,Lower bound. 51 countries.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-01-31,worldwide (clinical trials + early access + commercial),3700,patients,"Zolgensma is now approved in 51 countries with more than 3,700 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q4/FY2023 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036824000007/a240131-99_2.htm,verified-from-source,Lower bound. 51 countries.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-03-04,worldwide (clinical trials + managed access + commercial),3700,patients,"Zolgensma is now approved in more than 51 countries and more than 3,700 patients have been treated with Zolgensma globally across clinical trials, managed access programs, and in the commercial setting.","Novartis media release: Novartis presents new data on safety and efficacy of Zolgensma, including maintained and improved motor milestones in older and heavier children with SMA",https://www.novartis.com/news/media-releases/novartis-presents-new-data-safety-and-efficacy-zolgensma-including-maintained-and-improved-motor-milestones-older-and-heavier-children-sma,verified-from-source,Lower bound.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-04-23,worldwide (clinical trials + early access + commercial),4000,patients,"Zolgensma is now approved in 54 countries with more than 4,000 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q1 2024 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036824000017/a240423-99_2.htm,verified-from-source,Lower bound. 54 countries.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2024-10-29,worldwide (clinical trials + early access + commercial),4000,patients,"Zolgensma is now approved in 55 countries with more than 4,000 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q3 2024 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036824000022/a241029-99_2.htm,verified-from-source,"Lower bound, unchanged wording from Q1 2024. 55 countries."
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2025-01-31,worldwide (clinical trials + early access + commercial),4500,patients,"Zolgensma is now approved in 58 countries with more than 4,500 patients treated globally through clinical trials, early access programs and in the commercial setting.",Novartis Interim Financial Report Q4/FY2024 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036825000007/a250131-99_2.htm,verified-from-source,Lower bound. 58 countries.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2025-07-17,worldwide (clinical trials + early access + commercial),5000,patients,"Zolgensma is now approved in 60 countries, with over 5,000 patients treated globally through clinical trials, early access programs, and commercial use.",Novartis Interim Financial Report Q2 2025 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000137036825000012/nvs-20250630-99_2.htm,verified-from-source,Lower bound. 60 countries.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2025-10-28,worldwide (clinical trials + early access + commercial),5000,patients,"Zolgensma is now approved in 62 countries, with over 5,000 patients treated globally through clinical trials, early access programs and commercial use.",Novartis Interim Financial Report Q3 2025 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000111444825000003/a251028-99_2.htm,verified-from-source,"Lower bound, unchanged from Q2 2025. 62 countries."
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2026-07-21,worldwide (since launch),5500,patients,"Zolgensma sales were stable, with over 5,500 patients treated globally since launch.",Novartis Interim Financial Report Q2 2026 (Form 6-K Ex-99.2),https://www.sec.gov/Archives/edgar/data/1114448/000111444826000012/nvs-20260630-99_2.htm,verified-from-source,Lower bound. Latest disclosed cumulative count as of 2026-09-04. Country count not restated.
Zolgensma (onasemnogene abeparvovec),patients_cumulative,2023-06-30,"worldwide - global Managed Access Program (gMAP) only, free of charge",300,patients,"During this time, nearly 300 children with spinal muscular atrophy (SMA) from 40 different countries were treated free of charge.",Novartis: Zolgensma Global Managed Access Program (gMAP) page,https://www.novartis.com/healthcare-professionals/managed-access-programs/zolgensma-global-managed-access-program-gmap,provisional-from-snippet,"Subset of the worldwide total: donated doses generating NO revenue. gMAP ran from 2020 to programme closure; page gives no as-of date, date shown is an approximation."
