source_id,source_title,geography,series,scenario,year,value_low,value_point,value_high,unit,verbatim_or_table,source_url,status,notes
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,bibliographic,base,,,,,,"Companion data article: Young CM, Trusheim M, Quinn C. Data for modelling US projections of product approvals, patients treated, and product revenues for durable cell and gene therapies. Data Brief. 2022;41:107891. doi:10.1016/j.dib.2022.107891. PMID 35198672; PMCID PMC8844867. Published 3 Feb 2022. Underlying data: Mendeley Data doi:10.17632/djm65zrhmt.1 (v1, 10 Dec 2021, contributor Colin Young, MIT).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8844867/fullTextXML,verified-from-source,PMC page: https://pmc.ncbi.nlm.nih.gov/articles/PMC8844867/ (PMC itself served a CAPTCHA; Europe PMC XML used).
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,approvals_per_year,base,,,,,,Year-by-year product-indication approvals 2020-2030 (paper figures) - not accessible,https://www.sciencedirect.com/science/article/pii/S1359644621003901,gap,"Full text NOT read: ScienceDirect article page and /pdf URL returned HTTP 403 (bot challenge), r.jina.ai proxy hit the ScienceDirect CAPTCHA, web.archive.org is not fetchable by the tool, Unpaywall returned 422, OpenAlex lists no repository copy, not in PMC. Abstract-level numbers only. Closest available year-by-year proxy for the approvals series is the MIT NEWDIGS Research Brief 2020F207-v051 (rows under S16-predecessor)."
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,approvals_cumulative,base,,,,,,Cumulative approvals for years other than 2030 - not accessible,https://www.sciencedirect.com/science/article/pii/S1359644621003901,gap,"Full text NOT read: ScienceDirect article page and /pdf URL returned HTTP 403 (bot challenge), r.jina.ai proxy hit the ScienceDirect CAPTCHA, web.archive.org is not fetchable by the tool, Unpaywall returned 422, OpenAlex lists no repository copy, not in PMC. Abstract-level numbers only. Closest available year-by-year proxy for the approvals series is the MIT NEWDIGS Research Brief 2020F207-v051 (rows under S16-predecessor)."
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,patients_new_per_year,base,,,,,,Patients treated per year for years other than 2030 - not accessible,https://www.sciencedirect.com/science/article/pii/S1359644621003901,gap,"Full text NOT read: ScienceDirect article page and /pdf URL returned HTTP 403 (bot challenge), r.jina.ai proxy hit the ScienceDirect CAPTCHA, web.archive.org is not fetchable by the tool, Unpaywall returned 422, OpenAlex lists no repository copy, not in PMC. Abstract-level numbers only. Closest available year-by-year proxy for the approvals series is the MIT NEWDIGS Research Brief 2020F207-v051 (rows under S16-predecessor)."
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,patients_cumulative,base,,,,,,Cumulative patients treated 2020-2030 - not accessible,https://www.sciencedirect.com/science/article/pii/S1359644621003901,gap,"Full text NOT read: ScienceDirect article page and /pdf URL returned HTTP 403 (bot challenge), r.jina.ai proxy hit the ScienceDirect CAPTCHA, web.archive.org is not fetchable by the tool, Unpaywall returned 422, OpenAlex lists no repository copy, not in PMC. Abstract-level numbers only. Closest available year-by-year proxy for the approvals series is the MIT NEWDIGS Research Brief 2020F207-v051 (rows under S16-predecessor)."
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,revenue_per_year,base,,,,,,Revenue per year for years other than 2030 - not accessible,https://www.sciencedirect.com/science/article/pii/S1359644621003901,gap,"Full text NOT read: ScienceDirect article page and /pdf URL returned HTTP 403 (bot challenge), r.jina.ai proxy hit the ScienceDirect CAPTCHA, web.archive.org is not fetchable by the tool, Unpaywall returned 422, OpenAlex lists no repository copy, not in PMC. Abstract-level numbers only. Closest available year-by-year proxy for the approvals series is the MIT NEWDIGS Research Brief 2020F207-v051 (rows under S16-predecessor)."
S16,"Durable cell and gene therapy potential patient and financial impact: US projections of product approvals, patients treated, and product revenues",US,treatable_population,base,,,,,,Treatable/eligible population by year - not accessible,https://www.sciencedirect.com/science/article/pii/S1359644621003901,gap,"Full text NOT read: ScienceDirect article page and /pdf URL returned HTTP 403 (bot challenge), r.jina.ai proxy hit the ScienceDirect CAPTCHA, web.archive.org is not fetchable by the tool, Unpaywall returned 422, OpenAlex lists no repository copy, not in PMC. Abstract-level numbers only. Closest available year-by-year proxy for the approvals series is the MIT NEWDIGS Research Brief 2020F207-v051 (rows under S16-predecessor)."
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,bibliographic,base,,,,,,"Quinn C, Young C, Thomas J, Trusheim M; MIT NEWDIGS FoCUS Writing Group. Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System. Value Health. 2019;22(6):621-626. doi:10.1016/j.jval.2019.03.014. PMID 31198178. Online 16-17 May 2019 (OpenAlex 16 May; Europe PMC 17 May); print June 2019. Affiliation: Center for Biomedical Innovation, MIT, Cambridge, MA. ISPOR Editor's Choice.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI:10.1016/j.jval.2019.03.014&resultType=core&format=json,verified-from-source,Bibliographic record read at Europe PMC REST. Full text NOT read: valueinhealthjournal.com fulltext and pdf URLs (PII S1098-3015(19)30153-3 and S1098-3015(19)30188-3) and ScienceDirect PII S1098301519301883 all returned HTTP 403; OpenAlex reports closed access with no repository copy; Semantic Scholar lists a bronze OA pdf at the journal (also 403); not in PMC; web.archive.org not fetchable.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,patients_cumulative,base,2030,,350000,,patients treated cumulatively by 2030 (US),about 350 000 patients will have been treated with 30 to 60 products by 2030,https://www.ispor.org/publications/journals/value-in-health/abstract/Volume-22--Issue-6/Estimating-the-Clinical-Pipeline-of-Cell-and-Gene-Therapies-and-Their-Potential-Economic-Impact-on-the-US-Healthcare-System,provisional-from-snippet,Abstract (Results) as shown on ISPOR abstract page and Europe PMC record. Year-by-year path not accessed.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,approvals_cumulative,base,2030,30,,60,"products launched cumulatively by 2030 (US; product count, not product-indication)",about 350 000 patients will have been treated with 30 to 60 products by 2030,https://www.ispor.org/publications/journals/value-in-health/abstract/Volume-22--Issue-6/Estimating-the-Clinical-Pipeline-of-Cell-and-Gene-Therapies-and-Their-Potential-Economic-Impact-on-the-US-Healthcare-System,provisional-from-snippet,Range only; no point estimate in abstract.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,assumption,base,,,,,,about half the launches expected to be in B-cell (CD-19) lymphomas and leukemias,https://www.ispor.org/publications/journals/value-in-health/abstract/Volume-22--Issue-6/Estimating-the-Clinical-Pipeline-of-Cell-and-Gene-Therapies-and-Their-Potential-Economic-Impact-on-the-US-Healthcare-System,provisional-from-snippet,Abstract.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,assumption,base,,,,,,"Methods (abstract): Citeline's Pharmaprojects database used to estimate the rates and timing of new product launches based on the phase of development, duration in phase, and probability of progression; combined with disease incidence and prevalence to project patients treated. Conclusion: high upfront costs create affordability challenges; calls for precision financing solutions and new reimbursement models.",https://www.ispor.org/publications/journals/value-in-health/abstract/Volume-22--Issue-6/Estimating-the-Clinical-Pipeline-of-Cell-and-Gene-Therapies-and-Their-Potential-Economic-Impact-on-the-US-Healthcare-System,provisional-from-snippet,Abstract.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,assumption,base,,,,,,"Pipeline (as reported in a search-engine summary attributed to this article): 628 active, individual, US-based clinical trial programs for durable gene and cellular therapies comprising 211 indications; 335 preclinical, 91 phase I, 174 phase II and 19 phase III studies.",https://www.sciencedirect.com/science/article/pii/S1098301519301883,provisional-from-snippet,Seen only in a web-search summary; not verified against the article; the four phase counts sum to 619 not 628. Pipeline snapshot date not seen (paper accepted March 2019).
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,patients_new_per_year,base,2030,,50000,,patients treated per year around 2030 (US),"treating an expected 350,000 patients cumulatively and about 50,000 patients per year",https://www.sciencedirect.com/science/article/pii/S1098301519301883,provisional-from-snippet,Sentence appeared only in a web-search summary of results about this article; originating page not identified; treat as unverified.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,approvals_per_year,base,,,,,,Launches per year 2019-2030 - not accessible,https://www.sciencedirect.com/science/article/pii/S1098301519301883,gap,Full text NOT read: valueinhealthjournal.com fulltext and pdf URLs (PII S1098-3015(19)30153-3 and S1098-3015(19)30188-3) and ScienceDirect PII S1098301519301883 all returned HTTP 403; OpenAlex reports closed access with no repository copy; Semantic Scholar lists a bronze OA pdf at the journal (also 403); not in PMC; web.archive.org not fetchable.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,patients_new_per_year,base,,,,,,Newly treated patients per year 2019-2029 - not accessible,https://www.sciencedirect.com/science/article/pii/S1098301519301883,gap,Full text NOT read: valueinhealthjournal.com fulltext and pdf URLs (PII S1098-3015(19)30153-3 and S1098-3015(19)30188-3) and ScienceDirect PII S1098301519301883 all returned HTTP 403; OpenAlex reports closed access with no repository copy; Semantic Scholar lists a bronze OA pdf at the journal (also 403); not in PMC; web.archive.org not fetchable.
S16-predecessor,Estimating the Clinical Pipeline of Cell and Gene Therapies and Their Potential Economic Impact on the US Healthcare System,US,patients_cumulative,base,,,,,,Cumulative patients for years other than 2030 - not accessible,https://www.sciencedirect.com/science/article/pii/S1098301519301883,gap,Full text NOT read: valueinhealthjournal.com fulltext and pdf URLs (PII S1098-3015(19)30153-3 and S1098-3015(19)30188-3) and ScienceDirect PII S1098301519301883 all returned HTTP 403; OpenAlex reports closed access with no repository copy; Semantic Scholar lists a bronze OA pdf at the journal (also 403); not in PMC; web.archive.org not fetchable.
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,bibliographic,base,,,,,,"RESEARCH BRIEF By MIT NEWDIGS FoCUS Project, 29 July 2020, 2020F207v51 (cite as: MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis). Title: 'Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline. Ongoing pipeline modeling by the MIT NEWDIGS FoCUS team projects 10X growth from July 2020 levels, but with large uncertainties.' 4 pages. Funded by the FoCUS Consortium, MIT Center for Biomedical Innovation NEWDIGS Initiative.",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,Interim NEWDIGS FoCUS update between Quinn 2019 and Young 2022 (same PAM Markov chain Monte Carlo model); filed under S16-predecessor. Tables and figures are embedded images in the PDF and were read visually.
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical),2019,,6.0,,cumulative US product-indication approvals (mean),Table 1. Mean cumulative product-indication US approvals by therapeutic class. Excludes local programs originating in China. Total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"'Initial' column = product-indication approvals already existing at the pipeline snapshot (31 Dec 2019); recorded here under year 2019. Table 1 total row (mean cumulative product-indication US approvals, all conditions, excluding programs originating in China, including non-cancer preclinical programs). Columns are Initial, 2021, 2022, 2023, 2025, 2030 only."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical),2021,,9.6,,cumulative US product-indication approvals (mean),Table 1. Mean cumulative product-indication US approvals by therapeutic class. Excludes local programs originating in China. Total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"Table 1 total row (mean cumulative product-indication US approvals, all conditions, excluding programs originating in China, including non-cancer preclinical programs). Columns are Initial, 2021, 2022, 2023, 2025, 2030 only."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical),2022,,13.0,,cumulative US product-indication approvals (mean),Table 1. Mean cumulative product-indication US approvals by therapeutic class. Excludes local programs originating in China. Total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"Table 1 total row (mean cumulative product-indication US approvals, all conditions, excluding programs originating in China, including non-cancer preclinical programs). Columns are Initial, 2021, 2022, 2023, 2025, 2030 only."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical),2023,,17.9,,cumulative US product-indication approvals (mean),Table 1. Mean cumulative product-indication US approvals by therapeutic class. Excludes local programs originating in China. Total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"Table 1 total row (mean cumulative product-indication US approvals, all conditions, excluding programs originating in China, including non-cancer preclinical programs). Columns are Initial, 2021, 2022, 2023, 2025, 2030 only."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical),2025,,31.9,,cumulative US product-indication approvals (mean),Table 1. Mean cumulative product-indication US approvals by therapeutic class. Excludes local programs originating in China. Total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"Table 1 total row (mean cumulative product-indication US approvals, all conditions, excluding programs originating in China, including non-cancer preclinical programs). Columns are Initial, 2021, 2022, 2023, 2025, 2030 only."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical),2030,52,62.4,74,cumulative US product-indication approvals (mean),Table 1. Mean cumulative product-indication US approvals by therapeutic class. Excludes local programs originating in China. Total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,"Table 1 total row (mean cumulative product-indication US approvals, all conditions, excluding programs originating in China, including non-cancer preclinical programs). Columns are Initial, 2021, 2022, 2023, 2025, 2030 only. Text: 'The median PAM projection is for about 60 cumulative product-indication US approvals by 2030. The 95th percentile projection indicates 74 approvals while the 5th percentile projection indicates 52 approvals (Figure 1).' value_low/high = 5th/95th percentile; value_point = Table 1 mean 62.4 (median about 60)."
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,base (excl. China-origin programs; incl. preclinical); by therapeutic class,,,,,cumulative US product-indication approvals (mean); columns Initial/2021/2022/2023/2025/2030,"Table 1: Cancer, hematological 3/4.1/4.8/6.6/13.4/28.3; Cancer, solid tumor 0/0.0/0.0/0.2/0.7/1.8; Cardiovascular 0/0.0/0.0/0.1/0.1/0.3; Hematology 0/1.2/2.4/3.5/5.1/7.6; Immunological 0/0.0/0.2/0.7/1.6/2.9; Metabolic 0/0.1/0.4/0.9/2.4/6.5; Musculoskeletal 0/0.0/0.0/0.2/0.6/1.6; Neurological 1/1.3/1.5/1.5/2.0/4.2; Ophthalmological 2/2.6/3.2/3.8/4.8/6.7; Other 0/0.2/0.4/0.6/1.2/2.6; Total 6.0/9.6/13.0/17.9/31.9/62.4",https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,Text: 'Hematological cancer therapies account for 45% of mean 2030 total approvals. All non-cancer therapies make up 52% of mean 2030 cumulative approvals.'
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_cumulative,"base; full range of 100,000 Monte Carlo projections",2030,40,,90,cumulative US product-indication approvals (range of projections),The broad range of 40 - 90 possible 2030 cumulative product-indication approvals results from the significant uncertainties of both estimating development phase success rate and duration distributions and then using them in a Monte Carlo simulation.,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,verified-from-source,Key takeaways also state '60+ US product-indication approvals are likely by 2030' and 'Therapies from China might grow the total to 90+ product indications if they seek FDA review.'
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_per_year,base (excl. China-origin programs; incl. preclinical),2020,,1.8,,US product-indication approvals per year (mean; derived),Derived from Table 1 total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,derived,two-year average: (9.6 - 6.0)/2 over 2020-2021 (Table 1 has no 2020 column)
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_per_year,base (excl. China-origin programs; incl. preclinical),2021,,1.8,,US product-indication approvals per year (mean; derived),Derived from Table 1 total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,derived,two-year average: (9.6 - 6.0)/2 over 2020-2021
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_per_year,base (excl. China-origin programs; incl. preclinical),2022,,3.4,,US product-indication approvals per year (mean; derived),Derived from Table 1 total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,derived,"13.0 - 9.6 (Table 1, single-year difference)"
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_per_year,base (excl. China-origin programs; incl. preclinical),2023,,4.9,,US product-indication approvals per year (mean; derived),Derived from Table 1 total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,derived,"17.9 - 13.0 (Table 1, single-year difference)"
S16-predecessor,MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis: Updated projection of US durable cell and gene therapies product-indication approvals based on December 2019 development pipeline,US,approvals_per_year,base (excl. China-origin programs; incl. preclinical),2024,,7.0,,US product-indication approvals per year (mean; derived),Derived from Table 1 total row: Initial 6.0; 2021 9.6; 2022 13.0; 2023 17.9; 2025 31.9; 2030 62.4,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,derived,two-year average: (31.9 - 17.9)/2 over 2024-2025 (Table 1 has no 2024 column)
