country,year,registry,count,count_type,population,per_million,per_million_basis,eligible_low,eligible_high,eligible_by_disease,per_100_eligible_low,per_100_eligible_high,status,source_doc,source_url,notes
Croatia,2020,EBMT activity survey,,patients,,1.52,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Croatia,2021,EBMT activity survey,,patients,,2.83,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Croatia,2022,EBMT activity survey,,patients,,2.85,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Croatia,2023,EBMT activity survey,,patients,,2.34,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Croatia,2024,EBMT activity survey,9,patients,,2.33,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Croatia,2024,EBMT activity survey,9,infusions,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Croatia; first CAR-T 9; fetched 2026-09-05
Cyprus,2024,EBMT activity survey,0,patients,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Czech Republic,2019,EBMT activity survey,,patients,,0.28,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Czech Republic,2020,EBMT activity survey,,patients,,2.9,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Czech Republic,2021,EBMT activity survey,,patients,,4.67,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Czech Republic,2022,EBMT activity survey,,patients,,5.13,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Czech Republic,2023,EBMT activity survey,,patients,,10.62,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Czech Republic,2024,EBMT activity survey,98,patients,,8.99,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Czech Republic,2024,EBMT activity survey,102,infusions,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Czech Republic; first CAR-T 98; fetched 2026-09-05
Denmark,2019,EBMT activity survey,,patients,,0.17,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Denmark,2020,EBMT activity survey,,patients,,0.52,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Denmark,2021,EBMT activity survey,,patients,,0.34,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Denmark,2022,EBMT activity survey,,patients,,1.19,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Denmark,2023,EBMT activity survey,,patients,,1.01,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,Rate per 10 million population as printed (decimal comma in source); patient count for this country-year is not printed in any EBMT survey table (2018-2023 appendices list HCT only); count can be deri
Denmark,2024,EBMT activity survey,30,patients,,5.03,EBMT published rate per 10 million / 10,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Country line of Appendix 2024; format per header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic"
Denmark,2024,EBMT activity survey,30,infusions,,,,,,,,,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,Total all CAR-T (first plus additional infusions) for Denmark; first CAR-T 30; fetched 2026-09-05
EU,2018,EBMT activity survey,301,patients,,,,15200,15200,LBCL:15200-15200,2.0,2.0,verified-from-source,"EBMT Activity Survey Poster 2022 (Baldomero H, Passweg JR; Activity Survey Office, Basel)",https://www.ebmt.org/sites/default/files/2024-09/Activity%20survey%20Poster%202022.pdf,Same series printed in Passweg et al. 2024 (PMC11161408) and Passweg et al. 2025 (2018: 301).
EU,2019,EBMT activity survey,1134,patients,,,,15200,15200,LBCL:15200-15200,7.5,7.5,verified-from-source,"EBMT Activity Survey Poster 2022 (Baldomero H, Passweg JR; Activity Survey Office, Basel)",https://www.ebmt.org/sites/default/files/2024-09/Activity%20survey%20Poster%202022.pdf,"Total 1134 = 826 NHL + 252 ALL + 56 myeloma/other as printed on the poster; Passweg et al. 2024 (PMC11161408) and 2025 list 2019: 1,134."
EU,2020,EBMT activity survey,1875,patients,,,,15200,15200,LBCL:15200-15200,12.3,12.3,verified-from-source,"Passweg JR, Baldomero H et al. Hematopoietic cell transplantation and cellular therapies in Europe 2022. CAR-T activity ",https://pmc.ncbi.nlm.nih.gov/articles/PMC11161408/,"The 2021 report (PMC9987384) gives 1,874 for 2020 (+34.7% to 2,524 in 2021); the 2022 and 2023 reports give 1,875. Paraphrase, not a verbatim sentence."
EU,2021,EBMT activity survey,2524,patients,,,,15200,15200,LBCL:15200-15200,16.6,16.6,verified-from-source,"Passweg JR, Baldomero H et al. Hematopoietic cell transplantation and cellular therapies in Europe 2021. The second year",https://pmc.ncbi.nlm.nih.gov/articles/PMC9987384/,"+34.7% vs 2020. Median patients per country 30; median CAR-T rate 29.3 per 10 million; range 2.0 (Ireland) to 142 (Israel) per 10 million. Median rate 6.98 in countries with GNI < 40,000 USD vs 47.3 w"
EU,2022,EBMT activity survey,3205,patients,,,,15200,15200,LBCL:15200-15200,21.1,21.1,verified-from-source,"Passweg JR, Baldomero H et al. Hematopoietic cell transplantation and cellular therapies in Europe 2022. CAR-T activity ",https://pmc.ncbi.nlm.nih.gov/articles/PMC11161408/,Median patients per country 28 (range 1-221 as printed; the upper bound conflicts with Germany's 659 in the DRST/EBMT survey) and median CAR-T rate 33.1 per 10 million. 52 allogeneic CAR-T patients in
EU,2023,EBMT activity survey,4888,patients,,,,15200,15200,LBCL:15200-15200,32.2,32.2,verified-from-source,"2023 EBMT Activity Survey poster, EBMT 2025 Annual Meeting (Atlija M, Kleovoulou I, Baldomero H, Passweg JR)",https://www.ebmt.org/sites/default/files/2025-12/EBMT%202025%20Annual%20Meeting%20Poster%20Activity%20Survey.pdf,"Paper (PMC11971038) confirms 4,888 in 2023 (+52.5% vs 2022; 16.2-fold since 2018). Median patients per country 47 (range 1-1160; the maximum equals Germany's 1160 in the DRST/EBMT survey); median CAR-"
EU,2024,EBMT activity survey,6082,patients,,,,15200,15200,LBCL:15200-15200,40.0,40.0,verified-from-source,"Passweg JR, Baldomero H, Bader P et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A lan",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13349854/fullTextXML,"Whole survey: 688 centres in 53 countries; number of CAR-T centres not separately extracted. Main text gives lymphoma about 70%, multiple myeloma 18%, ALL 8%; 91 CAR-T for solid tumours; autoimmune CA"
EU,2024,EBMT activity survey,6090,patients,,,,15200,15200,LBCL:15200-15200,40.1,40.1,verified-from-source,"Greco R, Sánchez-Ortega I et al. The 2024 EBMT activity report: crossing one million HCTs and 20,000 CAR-T. A landmark i",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"Appendix header: Number of reporting centers: total 1st HCT (total all HCT) N allogeneic 1st HCT / N autologous 1st HCT, total 1st CAR-T (total all CAR-T) N allogeneic 1st CAR-T / N autologous 1st CAR"
